"poll.id","Title","Result","Ausschuss1","Ausschuss2","Ausschuss3","Label1","Label2","Label3"
4124,"Verbesserung des Schutzes von Gerichtsvollziehern vor Gewalt sowie zur Änderung weiterer zwangsvollstreckungsrechtlicher Vorschriften",TRUE,"Ausschuss für Recht und Verbraucherschutz",NA,NA,"Gesellschaftspolitik, soziale Gruppen","Gesundheit","Recht"
4123,"Patente für Impfstoffe freigeben",FALSE,"Ausschuss für Gesundheit",NA,NA,"Gesellschaftspolitik, soziale Gruppen","Gesundheit","Wirtschaft"
4122,"Bevölkerungsschutzgesetz – Normenkontrolle",FALSE,NA,NA,NA,"Gesellschaftspolitik, soziale Gruppen","Gesundheit","Recht"
4119,"Ab­lösung der Staats­leistun­gen an die Kirchen",FALSE,"Ausschuss für Inneres und Heimat",NA,NA,"Gesellschaftspolitik, soziale Gruppen","Öffentliche Finanzen, Steuern und Abgaben",NA
3569,"Ergänzung des Anti-IS-Einsatzes der Bundeswehr im Irak und Syrien",FALSE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen",NA,NA
4099,"Nachtragshaushalt 2021",TRUE,"Haushaltsausschuss",NA,NA,"Öffentliche Finanzen, Steuern und Abgaben","Haushalt",NA
4097,"Verlängerung der Beteiligung der Bundeswehr an der EU-Mission ""IRINI"" im Mittelmeer",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
4098,"Änderung des Infektionsschutzgesetzes",TRUE,"Ausschuss für Gesundheit",NA,NA,"Gesundheit","Bundestag",NA
4096,"Verlängerung des Bundeswehreinsatzes in Somalia (Atalanta 2021/2022)",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
4093,"Energieversorgung in Deutschland",TRUE,"Ausschuss für Wirtschaft und Energie",NA,NA,"Energie","Wissenschaft, Forschung und Technologie",NA
4088,"Transparenzregelungen für Abgeordnete",FALSE,"Ausschuss für Wahlprüfung, Immunität und Geschäftsordnung",NA,NA,"Gesellschaftspolitik, soziale Gruppen","Lobbyismus & Transparenz","Politisches Leben, Parteien"
4082,"Bundesgesetz zum Eigenmittelsystem der Europäischen Union ",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Außenwirtschaft","Europapolitik und Europäische Union"
4085,"Fortsetzung des Bundeswehreinsatzes in Afghanistan",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
4083,"Änderung des BND-Gesetzes",FALSE,"Ausschuss für Inneres und Heimat",NA,NA,"Innere Sicherheit","Recht","Staat und Verwaltung"
4018,"Internetportal Indymedia verbieten",FALSE,"Ausschuss für Inneres und Heimat",NA,NA,"Gesellschaftspolitik, soziale Gruppen","Medien, Kommunikation und Informationstechnik",NA
4034,"Verlängerung des Bundeswehreinsatzes in Südsudan (Friedensmission UNMISS) ",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
4027,"Fortsetzung des Bundeswehreinsatzes im Rahmen der NATO-Operation ""SEA GUARDIAN"" im Mittelmeer",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
3973,"Arbeitsschutzkontrollgesetz",TRUE,"Ausschuss für Arbeit und Soziales",NA,NA,"Arbeit und Beschäftigung","Recht",NA
3959,"Übereinkommen über ein europäisches Patentgericht",TRUE,"Ausschuss für Recht und Verbraucherschutz",NA,NA,"Europapolitik und Europäische Union","Recht",NA
3972,"Erneuerbare-Energien-Gesetz (EEG)",TRUE,"Ausschuss für Wirtschaft und Energie",NA,NA,"Energie","Umwelt","Wissenschaft, Forschung und Technologie"
3957,"Europäische Bank für nachhaltige Entwicklung und internationalen Klimaschutz",FALSE,"Ausschuss für wirtschaftliche Zusammenarbeit und Entwicklung",NA,NA,"Entwicklungspolitik","Finanzen","Umwelt"
3965,"Bundeshaushalt 2021",TRUE,"Haushaltsausschuss",NA,NA,"Öffentliche Finanzen, Steuern und Abgaben","Finanzen","Haushalt"
3950,"Änderung des Infektionsschutzgesetzes",TRUE,NA,NA,NA,"Gesellschaftspolitik, soziale Gruppen","Gesundheit","Bundestag"
3948,"Weiterführung des Bundeswehreinsatzes im Irak",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Migration und Aufenthaltsrecht",NA
3947,"Änderung der Abgabenordnung",FALSE,"Finanzausschuss",NA,NA,"Öffentliche Finanzen, Steuern und Abgaben","Recht",NA
3942,"Änderung des Bundeswahlgesetzes",TRUE,"Ausschuss für Inneres und Heimat",NA,NA,"Bundestag","Recht",NA
3936,"Geflüchtete aus Moria in Deutschland aufnehmen",FALSE,"Ausschuss für Inneres und Heimat",NA,NA,"Migration und Aufenthaltsrecht","Humanitäre Hilfe","Menschenrechte"
3914,"Grundgesetzänderung zur stärkeren Entlastung der Kommunen in der COVID-19-Pandemie",TRUE,NA,NA,NA,"Innere Angelegenheiten","Öffentliche Finanzen, Steuern und Abgaben","Bundestag"
3760,"Änderungsantrag zum Kohleausstieggesetz: keine neue Inbetriebnahme ohne Rechtssicherheit",FALSE,NA,NA,NA,"Umwelt","Wissenschaft, Forschung und Technologie",NA
3769,"Wahlrechtsreform: Verkleinerung des Bundestages",FALSE,"Ausschuss für Inneres und Heimat",NA,NA,"Bundestag",NA,NA
3749,"Nachtragshaushalt 2020: Corona Konjunktur- und Krisenbewältigungspaket",TRUE,NA,NA,NA,"Gesellschaftspolitik, soziale Gruppen","Öffentliche Finanzen, Steuern und Abgaben","Wirtschaft"
3714,"Umsetzung der EU-Richtlinie: mehr Rechte für Arbeitnehmer:innen aus dem EU-Ausland",TRUE,NA,NA,NA,"Arbeit und Beschäftigung","Europapolitik und Europäische Union","Wirtschaft"
3711,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR 2020/2021)",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen",NA,NA
3710,"Verlängerung des Bundeswehreinsatzes vor der libanesischen Küste (UNIFIL 2020/2021)",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
3668,"Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA 2020/2021)",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
3669,"Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali 2020/2021)",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
3667,"Verlängerung des Bundeswehreinsatzes in Somalia (Atalanta 2020/2021)",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
3631,"Beteiligung am Europäischen Corona-Stabilitätsmechanismus",TRUE,NA,NA,NA,"Europapolitik und Europäische Union","Gesundheit","Öffentliche Finanzen, Steuern und Abgaben"
3629,"Regelsatz der Grundsicherung erhöhen",FALSE,"Ausschuss für Arbeit und Soziales",NA,NA,"Gesundheit","Soziale Sicherung",NA
3602,"Corona-Maßnahmen zum Schutz der Bevölkerung",TRUE,NA,NA,NA,"Gesundheit","Innere Sicherheit","Öffentliche Finanzen, Steuern und Abgaben"
3599,"Beteiligung der Bundeswehr an der EU-Mission ""IRINI"" im Mittelmeer",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
1762,"EU-Freisetzungsrichtlinie von genetisch veränderten Organismen stärken",FALSE,NA,NA,NA,"Landwirtschaft und Ernährung","Umwelt",NA
3571,"Fortsetzung des Bundeswehreinsatzes in Afghanistan",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
3572,"Corona-Maßnahmen: Aussetzung der Schuldenbremse - erster Nachtragshaushalt",TRUE,NA,NA,NA,"Humanitäre Hilfe","Gesellschaftspolitik, soziale Gruppen","Innere Sicherheit"
3568,"Fortsetzung des Bundeswehreinsatzes im Rahmen der NATO-Operation ""SEA GUARDIAN"" im Mittelmeer",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
3558,"Aufnahme besonders schutzbedürftiger Geflüchteter aus den griechischen Lagern",FALSE,"Ausschuss für Inneres und Heimat",NA,NA,"Migration und Aufenthaltsrecht","Humanitäre Hilfe","Europapolitik und Europäische Union"
1769,"Einführung einer Stiftung für Engagment und Ehrenamt",TRUE,NA,NA,NA,"Gesellschaftspolitik, soziale Gruppen",NA,NA
1761,"Organspenden-Reform: Zustimmungslösung",TRUE,NA,NA,NA,"Gesellschaftspolitik, soziale Gruppen","Gesundheit",NA
1758,"Organspenden-Reform: Widerspruchslösung",FALSE,NA,NA,NA,"Gesellschaftspolitik, soziale Gruppen","Gesundheit",NA
1754,"Abschuss von Wölfen erleichtern",TRUE,NA,NA,NA,"Landwirtschaft und Ernährung","Umwelt","Naturschutz"
1752,"Umsetzung des Klimaschutzprogramms 2030",TRUE,"Finanzausschuss",NA,NA,"Energie","Umwelt","Wirtschaft"
1753,"Einsetzung einer Kommission zur Reform der förderalen Sicherheitsarchitektur",FALSE,NA,NA,NA,"Innere Sicherheit","Innere Angelegenheiten","Verteidigung"
1745,"Bundeshaushalt 2020",TRUE,"Haushaltsausschuss",NA,NA,"Öffentliche Finanzen, Steuern und Abgaben","Finanzen","Haushalt"
1743,"Haushalt für die Bundeskanzlerin und das Bundeskanzleramt",TRUE,NA,NA,NA,"Öffentliche Finanzen, Steuern und Abgaben","Finanzen","Haushalt"
1739,"Erhöhung der Luftverkehrssteuer",TRUE,NA,NA,NA,"Energie","Öffentliche Finanzen, Steuern und Abgaben","Naturschutz"
1737,"Gewerbesteuer abschaffen und Körperschaftssteuer senken",FALSE,NA,NA,NA,"Öffentliche Finanzen, Steuern und Abgaben","Finanzen","Wirtschaft"
1738,"Masernimpfpflicht in Gemeinschaftseinrichtungen",TRUE,NA,NA,NA,"Familie","Gesundheit","Innere Angelegenheiten"
1736,"Erhöhung der Freigrenze beim Solidaritätszuschlag",TRUE,NA,NA,NA,"Deutsche Einheit / Innerdeutsche Beziehungen (bis 1990)","Öffentliche Finanzen, Steuern und Abgaben","Finanzen"
1735,"Höhere Förderung biologischer und umweltgerechter Landwirtschaft",TRUE,NA,NA,NA,"Landwirtschaft und Ernährung","Öffentliche Finanzen, Steuern und Abgaben","Umwelt"
1734,"Änderungsantrag der FDP zur Erhöhung der GWG-Grenze",FALSE,NA,NA,NA,"Öffentliche Finanzen, Steuern und Abgaben","Wirtschaft",NA
1728,"Europäisch einheitliche Rahmenbedingungen für die Landwirtschaft",FALSE,NA,NA,NA,"Europapolitik und Europäische Union","Landwirtschaft und Ernährung",NA
1727,"Verlängerung des Anti-IS-Einsatzes der Bundeswehr im Irak und Syrien",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
1726,"Mehr Länderkompetenz bezüglich der Grundsteuer",TRUE,NA,NA,NA,"Innere Angelegenheiten","Öffentliche Finanzen, Steuern und Abgaben","Finanzen"
1724,"Tempolimit auf deutschen Autobahnen",FALSE,NA,NA,NA,"Verkehr",NA,NA
1725,"Aufnahme von Flüchtlingen von den Ägäischen Inseln",FALSE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Migration und Aufenthaltsrecht","Humanitäre Hilfe"
1715,"Stärkung der deutsch-französischen Zusammenarbeit",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Europapolitik und Europäische Union","Verteidigung"
1717,"Aufnahme von EU-Beitrittsverhandlungen mit Albanien",TRUE,"Auswärtiger Ausschuss",NA,NA,"Europapolitik und Europäische Union",NA,NA
1716,"Aufnahme von EU-Beitrittsverhandlungen mit Nordmazedonien",TRUE,"Auswärtiger Ausschuss",NA,NA,"Europapolitik und Europäische Union",NA,NA
1713,"Intensivierung der Maßnahmen zur Aufforstung und zur nachhaltigen Holzgewinnung (Antrag der FDP-Fraktion)",FALSE,"Ausschuss für Umwelt, Naturschutz und nukleare Sicherheit",NA,NA,"Umwelt","Naturschutz",NA
1707,"Einwanderungsgesetz für Fachkräfte",TRUE,NA,NA,NA,"Arbeit und Beschäftigung","Migration und Aufenthaltsrecht",NA
1706,"Bekämpfung illegaler Beschäftigung und Sozialleistungsmissbrauch",TRUE,NA,NA,NA,"Öffentliche Finanzen, Steuern und Abgaben",NA,NA
1692,"Klimanotstand ausrufen (Antrag der Linksfraktion)",FALSE,NA,NA,NA,"Umwelt","Wissenschaft, Forschung und Technologie",NA
1690,"Betrieb von Kohlekraftwerken zur Stromerzeugung beenden",FALSE,"Ausschuss für Wirtschaft und Energie",NA,NA,"Energie","Umwelt","Naturschutz"
1689,"Verlängerung des Bundeswehreinsatzes im Libanon (2019-2020)",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
1688,"Verlängerung des Bundeswehreinsatzes im Kosovo (2019-2020)",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
1686,"Gezielte Einwanderung in den deutschen Arbeitsmarkt",TRUE,NA,NA,NA,"Migration und Aufenthaltsrecht","Wirtschaft",NA
1685,"Asyl- und Aufenthaltsrecht: Durchsetzung der Ausreisepflicht ",TRUE,"Ausschuss für Inneres und Heimat",NA,NA,"Außenpolitik und internationale Beziehungen","Migration und Aufenthaltsrecht",NA
1684,"Bekämpfung illegaler Beschäftigung verstärken",TRUE,NA,NA,NA,"Arbeit und Beschäftigung","Innere Angelegenheiten","Öffentliche Finanzen, Steuern und Abgaben"
1687,"Erreichung der Klimaziele",FALSE,NA,NA,NA,"Umwelt","Naturschutz",NA
1683,"BDS-Bewegung entgegentreten - Antisemitismus bekämpfen",FALSE,NA,NA,NA,"Gesellschaftspolitik, soziale Gruppen",NA,NA
1681,"Erhöhung des BAföGs",TRUE,NA,NA,NA,"Bildung und Erziehung",NA,NA
1680,"Konzerntransparenz gegen Steuerflucht einführen",FALSE,NA,NA,NA,"Lobbyismus & Transparenz","Staat und Verwaltung","Wirtschaft"
1679,"Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA) 2019/2020",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen",NA,NA
1677,"Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali) 2019/2020",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen",NA,NA
1678,"Verlängerung des Bundeswehreinsatzes in Somalia (Atalanta) 2019/2020",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen",NA,NA
1671,"Zugang zum Sozialschutz für Arbeitnehmer und Selbstständige verbessern",TRUE,NA,NA,NA,"Gesellschaftspolitik, soziale Gruppen","Soziale Sicherung",NA
1660,"Einsatz der Bundeswehr in Afghanistan verlängern",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Gesellschaftspolitik, soziale Gruppen","Verteidigung"
1669,"Friedensprozess in Afghanistan unterstützen - Antrag der FDP-Fraktion",FALSE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
1661,"Verlängerung des Bundeswehreinsatzes im Mittelmeer (""Sea Guardian"")",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
1663,"Verlängerung des Bundeswehreinsatzes in Südsudan (""Unmiss"")",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
1662,"Fortsetzung des Bundeswehreinsatzes in Darfur",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
1665,"Änderung des Marktorganisationsgesetzes",TRUE,"Ausschuss für Ernährung und Landwirtschaft",NA,NA,"Außenwirtschaft","Öffentliche Finanzen, Steuern und Abgaben","Staat und Verwaltung"
1667,"Verstärkte deutsch-französische parlamentarische Zusammenarbeit",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Bundestag","Politisches Leben, Parteien"
1659,"Einführung eines inklusiveren Wahlrechts",TRUE,NA,NA,NA,"Gesellschaftspolitik, soziale Gruppen","Politisches Leben, Parteien","Recht"
1658,"Wahlrecht für benachteiligte Personengruppen durchsetzen (Gesetzentwurf der Fraktionen B90/Grüne und Die Linke)",FALSE,NA,NA,NA,"Gesellschaftspolitik, soziale Gruppen","Politisches Leben, Parteien","Recht"
1657,"Wahlrecht für benachteiligte Personengruppen durchsetzen (Gesetzentwurf der FDP-Fraktion)",FALSE,NA,NA,NA,"Gesellschaftspolitik, soziale Gruppen","Politisches Leben, Parteien","Recht"
1655,"Fahrverbote für Dieselfahrzeuge einschränken (Antrag der AfD-Fraktion)",FALSE,"Ausschuss für Verkehr und digitale Infrastruktur","Ausschuss für Umwelt, Naturschutz und nukleare Sicherheit",NA,"Innere Angelegenheiten","Umwelt","Verkehr"
1654,"Fahrverbote für Dieselfahrzeuge einschränken",TRUE,"Ausschuss für Verkehr und digitale Infrastruktur","Ausschuss für Umwelt, Naturschutz und nukleare Sicherheit",NA,"Innere Angelegenheiten","Umwelt","Verkehr"
1656,"Verstärkte Unterstützung Israels bei Abstimmungen im Rahmen der UN",FALSE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Bundestag","Recht"
1637,"Kostenloser Zugang zu Verhütungsmitteln für Menschen mit geringem Einkommen",FALSE,NA,NA,NA,"Gesellschaftspolitik, soziale Gruppen","Familie",NA
1639,"Aufhebung von § 219a StGB",FALSE,NA,NA,NA,"Gesellschaftspolitik, soziale Gruppen","Recht","Menschenrechte"
1640,"Aufhebung des Werbeverbots für Schwangerschaftsabbrüche",FALSE,NA,NA,NA,"Gesellschaftspolitik, soziale Gruppen","Frauen",NA
1638,"Reform des §219a - Informationen zum Schwangerschaftsabbruch ",TRUE,NA,NA,NA,"Gesellschaftspolitik, soziale Gruppen","Frauen","Recht"
1641,"Wölfe - Unkontrollierte Population stoppen?",FALSE,NA,NA,NA,"Umwelt","Naturschutz",NA
1636,"Digitalpakt - Änderung des Grundgesetzes",TRUE,NA,NA,NA,"Bildung und Erziehung","Digitale Agenda","Staat und Verwaltung"
1627,"Einstufung als sichere Herkunftsstaaten: Maghreb-Staaten und Georgien",TRUE,NA,NA,NA,"Migration und Aufenthaltsrecht","Humanitäre Hilfe","Recht"
1603,"Abschaffung des Solidaritätszuschlags",FALSE,NA,NA,NA,"Innere Angelegenheiten","Öffentliche Finanzen, Steuern und Abgaben","Soziale Sicherung"
1604,"Bundeshaushalt 2019 - Einzelplan 60",FALSE,NA,NA,NA,"Öffentliche Finanzen, Steuern und Abgaben","Bundestag","Wirtschaft"
1601,"UN-Migrationspakt (Antrag der AfD-Fraktion)",FALSE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Migration und Aufenthaltsrecht","Menschenrechte"
1600,"Änderungsantrag zum Gesetzentwurf zur steuerlichen Förderung des Mietwohnungsneubaus",FALSE,NA,NA,NA,"Öffentliche Finanzen, Steuern und Abgaben","Raumordnung, Bau- und Wohnungswesen",NA
1599,"Mietrechtsanpassungsgesetz",FALSE,NA,NA,NA,"Arbeit und Beschäftigung","Gesellschaftspolitik, soziale Gruppen","Raumordnung, Bau- und Wohnungswesen"
1597,"Verlängerung der Ferkelkastration ohne Betäubung",TRUE,NA,NA,NA,"Landwirtschaft und Ernährung","Naturschutz",NA
1598,"Globaler Pakt für Migration",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Migration und Aufenthaltsrecht","Menschenrechte"
1596,"Änderung des Grundgesetzes - Bildung, Bau und Verkehr",TRUE,NA,NA,NA,"Innere Angelegenheiten","Bundestag","Recht"
1593,"Bundeshaushalt 2019",TRUE,NA,NA,NA,"Öffentliche Finanzen, Steuern und Abgaben","Bundestag","Wirtschaft"
1592,"Familienentlastungsgesetz - Änderungsantrag der FDP-Fraktion",FALSE,NA,NA,NA,"Familie","Öffentliche Finanzen, Steuern und Abgaben","Soziale Sicherung"
1591,"Bundeshaushalt 2019: Etat des Bundeskanzleramtes",TRUE,NA,NA,NA,"Innere Angelegenheiten","Öffentliche Finanzen, Steuern und Abgaben","Wirtschaft"
1587,"Vermeidung von Umsatzsteuerausfällen - Änderungsantrag der FDP",FALSE,NA,NA,NA,"Medien, Kommunikation und Informationstechnik","Öffentliche Finanzen, Steuern und Abgaben","Wirtschaft"
1585,"Familienentlastungsgesetz - Änderungsantrag der AfD-Fraktion",FALSE,NA,NA,NA,"Familie","Öffentliche Finanzen, Steuern und Abgaben","Soziale Sicherung"
1586,"Zwei-Prozent-Rüstungsziel der NATO (Antrag der Fraktion DIE LINKE)",FALSE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung","Wirtschaft"
1584,"Leistungsverbesserungen und Stabilisierung in der gesetzlichen Rentenversicherung ",TRUE,NA,NA,NA,"Arbeit und Beschäftigung","Senioren","Soziale Sicherung"
1572,"Verlängerung des Anti-IS-Einsatzes der Bundeswehr im Irak",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen",NA,NA
1571,"Anpassung des Kindergeldes für im Ausland lebende Kinder",FALSE,"Finanzausschuss",NA,NA,"Finanzen",NA,NA
1570,"Änderungsantrag zur Brückenteilzeit",FALSE,"Ausschuss für Arbeit und Soziales",NA,NA,"Arbeit und Beschäftigung",NA,NA
1569,"Überprüfung des Jahresmittelgrenzwerts für Stickoxid",FALSE,"Ausschuss für Umwelt, Naturschutz und nukleare Sicherheit",NA,NA,"Umwelt",NA,NA
1568,"Stärkung des Menschenrechts auf Religionsfreiheit",TRUE,NA,NA,NA,"Menschenrechte",NA,NA
1565,"Erweiterung der sicheren Herkunftsländer",FALSE,"Ausschuss für Inneres und Heimat",NA,NA,"Migration und Aufenthaltsrecht","Innere Angelegenheiten","Recht"
1541,"Haushalt 2018 - Geschäftsbereich des Verteidigungsministeriums",FALSE,NA,NA,NA,"Öffentliche Finanzen, Steuern und Abgaben","Haushalt","Verteidigung"
1540,"Haushalt 2018 - Geschäftsbereich der Bundeskanzlerin und des Bundeskanzleramtes",TRUE,NA,NA,NA,"Öffentliche Finanzen, Steuern und Abgaben","Haushalt",NA
1532,"Bundeshaushalt 2018",TRUE,NA,NA,NA,"Haushalt",NA,NA
1525,"Abschließende Finanzhilfen für Griechenland",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Europapolitik und Europäische Union","Öffentliche Finanzen, Steuern und Abgaben"
1530,"Weidetierprämie einführen",FALSE,"Ausschuss für Ernährung und Landwirtschaft",NA,NA,"Arbeit und Beschäftigung","Landwirtschaft und Ernährung",NA
1524,"Abschaffung der Sanktionen bei Hartz IV und Sozialhilfe",FALSE,"Ausschuss für Arbeit und Soziales",NA,NA,"Arbeit und Beschäftigung","Soziale Sicherung",NA
1507,"Neuregelung des Familiennachzugs zu subsidiär Schutzberechtigten",TRUE,NA,NA,NA,"Migration und Aufenthaltsrecht","Familie","Menschenrechte"
1510," Änderung des Parteiengesetzes (PartG)",TRUE,NA,NA,NA,"Öffentliche Finanzen, Steuern und Abgaben","Politisches Leben, Parteien",NA
1506,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR)",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen",NA,NA
1509," Verlängerung des Bundeswehreinsatzes im Libanon (UNIFIL) (2018)",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen",NA,NA
1505,"CETA-Abkommen festschreiben",FALSE,NA,NA,NA,"Außenwirtschaft",NA,NA
1508," Verlängerung des Bundeswehreinsatzes im Mittelmeer (EUNAVFOR MED) (2018)",TRUE,"Auswärtiger Ausschuss",NA,NA,"Verteidigung",NA,NA
1354,"Verschärfung der Mietpreisbremse",FALSE,"Ausschuss für Recht und Verbraucherschutz",NA,NA,"Raumordnung, Bau- und Wohnungswesen",NA,NA
1333,"Einspruch gegen den an Alice Weidel erteilten Ordnungsruf",FALSE,NA,NA,NA,"Bundestag","Geschäftsordnung",NA
1308," Verlängerung des Bundeswehreinsatzes in Mali (EUTM) (2018/2019)",TRUE,"Auswärtiger Ausschuss",NA,NA,"Verteidigung",NA,NA
1307,"Verlängerung des Bundeswehreinsatzes in Somalia (Atalanta 2018/2019)",TRUE,"Auswärtiger Ausschuss",NA,NA,"Verteidigung",NA,NA
