"id","label.x","abgeordnetenwatch_url","first_name","last_name","sex","year_of_birth","party.id","party.label","education","occupation","residence","statistic_questions","statistic_questions_answered","field_title","birth_name","party_past","id.mandat","parliament_period_label","politician_abgeordnetenwatch_url","start_date","end_date","info","electoral_data_id","electoral_data_electoral_list.id","electoral_data_electoral_list.label","electoral_data_list_position","electoral_data_constituency.id","electoral_data_constituency.label","electoral_data_constituency_result","electoral_data_constituency_result_count","electoral_data_mandate_won","latitude","longitude"
175516,"Zanda Martens","https://www.abgeordnetenwatch.de/profile/zanda-martens","Zanda","Martens","f",1984,1,"SPD","Juristin","Gewerkschaftssekretärin","Düsseldorf",8,8,NA,NA,NA,54019,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/zanda-martens",NA,NA,NA,54943,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",28,10846,"106 - Düsseldorf I (Bundestag 2021 - 2025)",22.4,NA,"list",51.2254018,6.7763137
146817,"Nezahat Baradari","https://www.abgeordnetenwatch.de/profile/nezahat-baradari","Nezahat","Baradari","f",1965,1,"SPD","Fachärztin für Kinder- und Jugendmedizin, Ernährungsmedizin","Mitglied des Deutschen Bundestages",NA,42,39,NA,NA,NA,54018,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/nezahat-baradari",NA,NA,NA,54942,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",26,10889,"149 - Olpe - Märkischer Kreis I (Bundestag 2021 - 2025)",29.6,NA,"list",51.1102753,7.86925964260259
175490,"Sarah Lahrkamp","https://www.abgeordnetenwatch.de/profile/sarah-lahrkamp","Sarah","Lahrkamp","f",1981,1,"SPD","Politikwissenschaftlerin",NA,"Ochtrup",6,5,NA,"Withut",NA,54017,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/sarah-lahrkamp",NA,NA,NA,54941,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",24,10864,"124 - Steinfurt I - Borken I (Bundestag 2021 - 2025)",28.3,NA,"list",52.2102308,7.188806
78910,"Gülistan Yüksel","https://www.abgeordnetenwatch.de/profile/guelistan-yueksel","Gülistan","Yüksel","f",1962,1,"SPD","pharmazeutisch-kaufmännische Assistentin","MdB",NA,21,20,NA,NA,NA,54016,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/guelistan-yueksel",NA,NA,NA,54940,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",22,10849,"109 - Mönchengladbach (Bundestag 2021 - 2025)",29.3,NA,"list",51.1947131,6.4353792
79301,"Wolfgang Hellmich","https://www.abgeordnetenwatch.de/profile/wolfgang-hellmich","Wolfgang","Hellmich","m",1958,1,"SPD","Lehramtsstudium","MdB",NA,34,1,NA,NA,NA,54015,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/wolfgang-hellmich",NA,NA,NA,54939,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",21,10886,"146 - Soest (Bundestag 2021 - 2025)",30.8,NA,"list",51.5725501,8.1061259
175445,"Jessica Rosenthal","https://www.abgeordnetenwatch.de/profile/jessica-rosenthal","Jessica","Rosenthal","f",1992,1,"SPD","2. Staatsexamen Lehramt Gymnasium/Gesamtschule in den Fächern Deutsch und Geschichte","Lehrerin","Bonn",35,34,NA,NA,NA,54014,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/jessica-rosenthal",NA,NA,NA,54938,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",20,10836,"96 - Bonn (Bundestag 2021 - 2025)",25.1,NA,"list",50.735851,7.10066
130158,"Dagmar Andres","https://www.abgeordnetenwatch.de/profile/dagmar-andres","Dagmar","Andres","f",1969,1,"SPD","Steuerfachangestellte, Bilanzbuchhalterin, Betriebswirtin Fachrichtung Steuerwesen","MdB ",NA,15,8,NA,NA,NA,54013,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/dagmar-andres",NA,NA,NA,54937,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",18,10832,"92 - Euskirchen - Rhein-Erft-Kreis II (Bundestag 2021 - 2025)",26.6,NA,"list",50.59270135,6.6376623239005
79111,"Dietmar Nietan","https://www.abgeordnetenwatch.de/profile/dietmar-nietan","Dietmar","Nietan","m",1964,1,"SPD",NA,"Bundestagsabgeordneter","Dürem",15,13,NA,NA,NA,54012,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/dietmar-nietan",NA,NA,NA,54936,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",17,10830,"90 - Düren (Bundestag 2021 - 2025)",30.8,NA,"list",55.1884658,61.3334131
175406,"Bettina Lugk","https://www.abgeordnetenwatch.de/profile/bettina-lugk","Bettina","Lugk","f",1982,1,"SPD","Geowissenschaftlerin / Verwaltungsfachwirtin","Angestellte in der Verwaltung","Iserlohn ",18,18,NA,"Lugk",NA,54011,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/bettina-lugk",NA,NA,NA,54935,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",14,10890,"150 - Märkischer Kreis II (Bundestag 2021 - 2025)",30.4,NA,"list",51.3746778,7.6999713
175476,"Nadine Heselhaus","https://www.abgeordnetenwatch.de/profile/nadine-heselhaus","Nadine","Heselhaus","f",1978,1,"SPD","Diplom-Verwaltungswirtin (FH)","Gemeindeprüferin",NA,5,5,NA,NA,NA,54010,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/nadine-heselhaus",NA,NA,NA,54934,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",10,10866,"126 - Borken II (Bundestag 2021 - 2025)",25.4,NA,"list",51.9284848,6.93440554585851
79421,"Bernhard Daldrup","https://www.abgeordnetenwatch.de/profile/bernhard-daldrup","Bernhard","Daldrup","m",1956,1,"SPD","Politikwissenschaftler (M.A.)","MdB, Obmann des Ausschusses für Bau, Wohnen, Stadtentwicklung und Kommunen Landesgeschäftsführer der Sozialdemokratischen Gemeinschaft für Kommunalpolitik Nordrhein- Westfalen",NA,22,20,NA,NA,NA,54009,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/bernhard-daldrup",NA,NA,NA,54933,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",9,10870,"130 - Warendorf (Bundestag 2021 - 2025)",30.8,NA,"list",51.9532449,7.9912335
79027,"Udo Schiefner","https://www.abgeordnetenwatch.de/profile/udo-schiefner","Udo","Schiefner","m",1959,1,"SPD","Technischer Angestellter Qualitätssicherung","Mitglied des Deutschen Bundestages","Kempen",36,32,NA,NA,NA,54008,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/udo-schiefner",NA,NA,NA,54932,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",7,10851,"111 - Viersen (Bundestag 2021 - 2025)",27.6,NA,"list",51.3642126,6.4195011
78913,"Dirk Wiese","https://www.abgeordnetenwatch.de/profile/dirk-wiese","Dirk","Wiese","m",1983,1,"SPD","Jurist","MdB",NA,165,163,NA,NA,NA,54007,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/dirk-wiese",NA,NA,NA,54931,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",5,10887,"147 - Hochsauerlandkreis (Bundestag 2021 - 2025)",32.2,NA,"list",51.32082645,8.26849203814907
79349,"Kerstin Griese","https://www.abgeordnetenwatch.de/profile/kerstin-griese","Kerstin","Griese","f",1966,1,"SPD","Historikerin","MdB, Parlamentarische Staatssekretärin im Bundesministerium für Arbeit und Soziales",NA,42,35,NA,NA,NA,54006,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/kerstin-griese",NA,NA,NA,54930,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",4,10845,"105 - Mettmann II (Bundestag 2021 - 2025)",30.7,NA,"list",51.317999,6.99222514572808
79326,"Sebastian Hartmann","https://www.abgeordnetenwatch.de/profile/sebastian-hartmann","Sebastian","Hartmann","m",1977,1,"SPD","Organisationsberater","MdB",NA,22,18,NA,NA,NA,54005,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/sebastian-hartmann",NA,NA,NA,54929,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",3,10837,"97 - Rhein-Sieg-Kreis I (Bundestag 2021 - 2025)",28.5,NA,"list",50.82292685,7.31606486817714
131019,"Svenja Schulze","https://www.abgeordnetenwatch.de/profile/svenja-schulze","Svenja","Schulze","f",1968,1,"SPD","Germanistin und Politikwissenschaftlerin (Magister), Unternehmensberaterin","Bundesministerin für Wirtschaftliche Zusammenarbeit und Entwicklung, MdB",NA,72,70,NA,NA,NA,54004,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/svenja-schulze",NA,NA,NA,54928,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",2,10869,"129 - Münster (Bundestag 2021 - 2025)",24.1,NA,"list",51.9625101,7.6251879
79272,"Hubert Hüppe","https://www.abgeordnetenwatch.de/profile/hubert-hueppe","Hubert","Hüppe","m",1956,2,"CDU","Diplom-Verwaltungswirt (FH)","Rz",NA,5,5,NA,NA,NA,54003,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/hubert-hueppe",NA,NA,NA,54927,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",21,10884,"144 - Unna I (Bundestag 2021 - 2025)",25.1,NA,"list",51.5654479,7.67054036473865
79070,"Kerstin Radomski","https://www.abgeordnetenwatch.de/profile/kerstin-radomski","Kerstin","Radomski","f",1974,2,"CDU","Lehrerin für Biologie und Erdkunde","MdB",NA,2,1,NA,NA,NA,54002,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/kerstin-radomski",NA,NA,NA,54926,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",20,10854,"114 - Krefeld II - Wesel II (Bundestag 2021 - 2025)",28.4,NA,"list",NA,NA
145876,"Oliver Vogt","https://www.abgeordnetenwatch.de/profile/oliver-vogt","Oliver","Vogt","m",1977,2,"CDU","Diplom-Physiker / Gymnasiallehrer","Gymnasiallehrer","Espelkamp",5,3,NA,NA,NA,54001,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/oliver-vogt",NA,NA,NA,54925,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",19,10874,"134 - Minden-Lübbecke I (Bundestag 2021 - 2025)",26.2,NA,"list",52.3778041,8.6157377
130574,"Stefan Nacke","https://www.abgeordnetenwatch.de/profile/stefan-nacke","Stefan","Nacke","m",1976,2,"CDU","Studium der Philosophie und katholischen Theologie, Promotion in Soziologie","MdL",NA,6,NA,NA,NA,NA,54000,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/stefan-nacke",NA,NA,NA,54924,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",18,10869,"129 - Münster (Bundestag 2021 - 2025)",26.2,NA,"list",51.9625101,7.6251879
145877,"Kerstin Vieregge","https://www.abgeordnetenwatch.de/profile/kerstin-vieregge","Kerstin","Vieregge","f",1976,2,"CDU","Betriebswirtin","MdB",NA,6,4,NA,NA,NA,53999,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/kerstin-vieregge",NA,NA,NA,54923,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",17,10875,"135 - Lippe I (Bundestag 2021 - 2025)",26.2,NA,"list",52.0465305,8.91756184805122
145873,"Michael Breilmann","https://www.abgeordnetenwatch.de/profile/michael-breilmann","Michael","Breilmann","m",1983,2,"CDU","Jurastudium","Rechtsanwalt","Castrop-Rauxel",11,11,NA,NA,NA,53998,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/michael-breilmann",NA,NA,NA,54922,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",16,10861,"121 - Recklinghausen I (Bundestag 2021 - 2025)",25.6,NA,"list",51.5646195,7.3106175
175836,"Catarina dos Santos-Wintz","https://www.abgeordnetenwatch.de/profile/catarina-dos-santos-wintz","Catarina","dos Santos-Wintz","f",1994,2,"CDU","Rechtsanwältin","Rechtsanwältin","Eschweiler",8,8,NA,NA,NA,53997,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/catarina-dos-santos-wintz",NA,NA,NA,54921,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",15,10828,"88 - Aachen II (Bundestag 2021 - 2025)",32.5,NA,"list",48.8591678,7.1153691
78958,"Astrid Timmermann-Fechter","https://www.abgeordnetenwatch.de/profile/astrid-timmermann-fechter","Astrid","Timmermann-Fechter","f",1963,2,"CDU","Geschäftsführerin","Referentin","Mülheim an der Ruhr",6,NA,NA,NA,NA,53996,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/astrid-timmermann-fechter",NA,NA,NA,54920,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",10,10858,"118 - Mülheim - Essen I (Bundestag 2021 - 2025)",24,NA,"list",51.4272925,6.8829192
130691,"Serap Güler","https://www.abgeordnetenwatch.de/profile/serap-gueler","Serap","Güler","f",1980,2,"CDU","Studium Germanistik und Kommunikation","MdL",NA,23,12,NA,NA,NA,53995,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/serap-gueler",NA,NA,NA,54919,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",8,10841,"101 - Leverkusen - Köln IV (Bundestag 2021 - 2025)",20.4,NA,"list",51.02109895,7.02317813364239
66273,"Bernd Baumann","https://www.abgeordnetenwatch.de/profile/bernd-baumann","Bernd","Baumann","m",1958,9,"AfD","Promotion Wirtschaftswissenschaften","MdB",NA,10,2,NA,NA,NA,53994,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/bernd-baumann",NA,NA,NA,54918,415,"Landesliste Hamburg (Bundestag 2021 - 2025)",1,10759,"19 - Hamburg-Altona (Bundestag 2021 - 2025)",3.4,NA,"list",53.5538295,9.9351453
66565,"Zaklin Nastić","https://www.abgeordnetenwatch.de/profile/zaklin-nastic","Zaklin","Nastić","f",1980,229,"BSW","Studium in Slawistik","MdB",NA,40,30,NA,NA,"Ist am 23.10.2023 aus der Partei DIE LINKE ausgetreten. Seit dem 08.01.2024 Mitglied der Partei Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit (BSW).",53993,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/zaklin-nastic",NA,NA,NA,54917,415,"Landesliste Hamburg (Bundestag 2021 - 2025)",1,10760,"20 - Hamburg-Eimsbüttel (Bundestag 2021 - 2025)",7.1,NA,"list",53.60628195,9.92298178752683
79471,"Niels Annen","https://www.abgeordnetenwatch.de/profile/niels-annen","Niels","Annen","m",1973,1,"SPD","BA Geschichte und Spanisch, M.A. International Public Policy","MdB",NA,24,21,NA,NA,NA,53992,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/niels-annen",NA,NA,NA,54916,415,"Landesliste Hamburg (Bundestag 2021 - 2025)",2,10760,"20 - Hamburg-Eimsbüttel (Bundestag 2021 - 2025)",29.6,NA,"list",53.60628195,9.92298178752683
66002,"Christoph de Vries","https://www.abgeordnetenwatch.de/profile/christoph-de-vries","Christoph","de Vries","m",1974,2,"CDU","Diplom-Soziologe","MdB",NA,47,46,NA,NA,NA,53991,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/christoph-de-vries",NA,NA,NA,54915,415,"Landesliste Hamburg (Bundestag 2021 - 2025)",3,10758,"18 - Hamburg-Mitte (Bundestag 2021 - 2025)",13.1,NA,"list",53.5293836,9.9868308
66005,"Christoph Ploß","https://www.abgeordnetenwatch.de/profile/christoph-ploss","Christoph","Ploß","m",1985,2,"CDU",NA,"MdB",NA,51,49,NA,NA,NA,53990,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/christoph-ploss",NA,NA,NA,54914,415,"Landesliste Hamburg (Bundestag 2021 - 2025)",1,10761,"21 - Hamburg-Nord (Bundestag 2021 - 2025)",23.8,NA,"list",53.61915555,10.0097398999202
121017,"Claudia Müller","https://www.abgeordnetenwatch.de/profile/claudia-mueller","Claudia","Müller","f",1981,5,"Bündnis 90/Die Grünen","Betriebswirtschaft","MdB",NA,21,15,NA,NA,NA,53989,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/claudia-mueller",NA,NA,NA,54913,417,"Landesliste Mecklenburg Vorpommern (Bundestag 2021 - 2025)",1,10755,"15 - Vorpommern-Rügen - Vorpommern-Greifswald I (Bundestag 2021 - 2025)",7.3,NA,"list",54.2247602,12.8137870310863
122336,"Ina Latendorf","https://www.abgeordnetenwatch.de/profile/ina-latendorf","Ina","Latendorf","f",1971,8,"DIE LINKE","Volljuristin","Referentin des Bürgerbeauftragten des Landes Mecklenburg-Vorpommern",NA,11,11,NA,NA,NA,53987,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/ina-latendorf",NA,NA,NA,54911,417,"Landesliste Mecklenburg Vorpommern (Bundestag 2021 - 2025)",2,10752,"12 - Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I (Bundestag 2021 - 2025)",11.7,NA,"list",53.54825825,11.1460676063108
79454,"Dietmar Bartsch","https://www.abgeordnetenwatch.de/profile/dietmar-bartsch","Dietmar","Bartsch","m",1958,8,"DIE LINKE","Wirtschaftswissenschaftler","MdB, Fraktionsvorsitzender DIE LINKE im Bundestag",NA,181,180,NA,NA,NA,53986,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/dietmar-bartsch",NA,NA,NA,54910,417,"Landesliste Mecklenburg Vorpommern (Bundestag 2021 - 2025)",1,10754,"14 - Rostock - Landkreis Rostock II (Bundestag 2021 - 2025)",18.2,NA,"list",54.1298294,11.6477211822908
123546,"Ulrike Schielke-Ziesing","https://www.abgeordnetenwatch.de/profile/ulrike-schielke-ziesing","Ulrike","Schielke-Ziesing","f",1969,9,"AfD","Facharbeiter für Datenverarbeitung, Verwaltungswirt","MdB",NA,15,15,NA,NA,NA,53985,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/ulrike-schielke-ziesing",NA,NA,NA,54909,417,"Landesliste Mecklenburg Vorpommern (Bundestag 2021 - 2025)",3,10757,"17 - Mecklenburgische Seenplatte II - Landkreis Rostock III (Bundestag 2021 - 2025)",21.6,NA,"list",NA,NA
123532,"Enrico Komning","https://www.abgeordnetenwatch.de/profile/enrico-komning","Enrico","Komning","m",1968,9,"AfD","Fachanwalt","MdB, MdL, Rechtsanwalt",NA,4,1,NA,NA,NA,53984,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/enrico-komning",NA,NA,NA,54908,417,"Landesliste Mecklenburg Vorpommern (Bundestag 2021 - 2025)",2,10756,"16 - Mecklenburgische Seenplatte I - Vorpommern-Greifswald II (Bundestag 2021 - 2025)",24.3,NA,"list",53.7074251,13.8139600946223
123559,"Leif-Erik Holm","https://www.abgeordnetenwatch.de/profile/leif-erik-holm","Leif-Erik","Holm","m",1970,9,"AfD","Ökonom M. Sc.","MdB, MdL",NA,8,NA,NA,NA,NA,53983,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/leif-erik-holm",NA,NA,NA,54907,417,"Landesliste Mecklenburg Vorpommern (Bundestag 2021 - 2025)",1,10755,"15 - Vorpommern-Rügen - Vorpommern-Greifswald I (Bundestag 2021 - 2025)",19.9,NA,"list",54.2247602,12.8137870310863
165049,"Simone Borchardt","https://www.abgeordnetenwatch.de/profile/simone-borchardt","Simone","Borchardt","f",1967,2,"CDU","Master of Health Business  Administration","Geschäftsbereichsleiterin  Pflege beim IB Nord e. V. / Beauftragte der Geschäftsführung für die Pflege- und Wiedereingliederung gGmbH","Warnow",18,11,NA,NA,NA,53982,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/simone-borchardt",NA,NA,NA,54906,417,"Landesliste Mecklenburg Vorpommern (Bundestag 2021 - 2025)",3,10753,"13 - Ludwigslust-Parchim II - Nordwestmecklenburg II - Landkreis Rostock I (Bundestag 2021 - 2025)",18.2,NA,"list",53.7852296,11.8820169
79123,"Dietrich Monstadt","https://www.abgeordnetenwatch.de/profile/dietrich-monstadt","Dietrich","Monstadt","m",1957,2,"CDU","Jurist","MdB",NA,6,1,NA,NA,NA,53981,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/dietrich-monstadt",NA,NA,NA,54905,417,"Landesliste Mecklenburg Vorpommern (Bundestag 2021 - 2025)",2,10752,"12 - Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I (Bundestag 2021 - 2025)",20.7,NA,"list",53.54825825,11.1460676063108
145862,"Philipp Amthor","https://www.abgeordnetenwatch.de/profile/philipp-amthor","Philipp","Amthor","m",1992,2,"CDU","Jurist","MdB",NA,33,NA,NA,NA,NA,53980,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/philipp-amthor",NA,NA,NA,54904,417,"Landesliste Mecklenburg Vorpommern (Bundestag 2021 - 2025)",1,10756,"16 - Mecklenburgische Seenplatte I - Vorpommern-Greifswald II (Bundestag 2021 - 2025)",20.7,NA,"list",53.7074251,13.8139600946223
138463,"Esra Limbacher","https://www.abgeordnetenwatch.de/profile/esra-limbacher","Esra","Limbacher","m",1989,1,"SPD","Jurist","MdB",NA,22,20,NA,NA,NA,53979,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/esra-limbacher",NA,NA,NA,54903,421,"Landesliste Saarland (Bundestag 2021 - 2025)",5,11039,"299 - Homburg (Bundestag 2021 - 2025)",36,NA,"constituency",47.758716,7.5063314
79477,"Christian Petry","https://www.abgeordnetenwatch.de/profile/christian-petry","Christian","Petry","m",1965,1,"SPD","Dipl. Verwaltungswirt","MdB",NA,18,18,NA,NA,NA,53978,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/christian-petry",NA,NA,NA,54902,421,"Landesliste Saarland (Bundestag 2021 - 2025)",3,11038,"298 - St. Wendel (Bundestag 2021 - 2025)",35,NA,"constituency",49.4787585,7.07243472725602
146867,"Josephine Ortleb","https://www.abgeordnetenwatch.de/profile/josephine-ortleb","Josephine","Ortleb","f",1986,1,"SPD","Fachwirtin im Gastgewerbe","MdB",NA,19,13,NA,NA,NA,53976,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/josephine-ortleb",NA,NA,NA,54900,421,"Landesliste Saarland (Bundestag 2021 - 2025)",2,11036,"296 - Saarbrücken (Bundestag 2021 - 2025)",36,NA,"constituency",49.234362,6.996379
79465,"Thomas Bareiß","https://www.abgeordnetenwatch.de/profile/thomas-bareiss","Thomas","Bareiß","m",1975,2,"CDU","Dipl. Betriebswirt (BA)","MdB",NA,14,NA,NA,NA,NA,53975,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/thomas-bareiss",NA,NA,NA,54899,NA,NA,NA,11035,"295 - Zollernalb - Sigmaringen (Bundestag 2021 - 2025)",30,NA,"constituency",48.1497075,9.05565414070253
145896,"Axel Müller","https://www.abgeordnetenwatch.de/profile/axel-mueller","Axel","Müller","m",1963,2,"CDU",NA,"MdB",NA,6,NA,NA,NA,NA,53974,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/axel-mueller",NA,NA,NA,54898,NA,NA,NA,11034,"294 - Ravensburg (Bundestag 2021 - 2025)",30,NA,"constituency",47.7811014,9.612468
175888,"Volker Mayer-Lay","https://www.abgeordnetenwatch.de/profile/volker-mayer-lay","Volker","Mayer-Lay","m",1981,2,"CDU","Jurist","Rechtsanwalt & Mediator","Überlingen",9,7,NA,NA,NA,53973,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/volker-mayer-lay",NA,NA,NA,54897,NA,NA,NA,11033,"293 - Bodensee (Bundestag 2021 - 2025)",30,NA,"constituency",47.7667246,9.1666488
79062,"Josef Rief","https://www.abgeordnetenwatch.de/profile/josef-rief","Josef","Rief","m",1960,2,"CDU","Landwirtschaftsmeister","MdB",NA,5,5,NA,NA,NA,53972,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/josef-rief",NA,NA,NA,54896,NA,NA,NA,11032,"292 - Biberach (Bundestag 2021 - 2025)",35,NA,"constituency",48.0984413,9.7899938
79480,"Ronja Kemmer","https://www.abgeordnetenwatch.de/profile/ronja-kemmer","Ronja","Kemmer","f",1989,2,"CDU","Volkswirtin","MdB","Erbach",48,46,NA,"Schmitt",NA,53971,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/ronja-kemmer",NA,NA,NA,54895,410,"Landesliste Baden-Württemberg (Bundestag 2021 - 2025)",15,11031,"291 - Ulm (Bundestag 2021 - 2025)",32,NA,"constituency",48.3274603,9.8913803
118138,"Annette Widmann-Mauz","https://www.abgeordnetenwatch.de/profile/annette-widmann-mauz","Annette","Widmann-Mauz","f",1966,2,"CDU",NA,"MdB, Staatsministerin a.D.",NA,22,22,NA,NA,NA,53970,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/annette-widmann-mauz",NA,NA,NA,54894,410,"Landesliste Baden-Württemberg (Bundestag 2021 - 2025)",2,11030,"290 - Tübingen (Bundestag 2021 - 2025)",27,NA,"constituency",48.5236164,9.0535531
79397,"Michael Donth","https://www.abgeordnetenwatch.de/profile/michael-donth","Michael","Donth","m",1967,2,"CDU","Dipl.-Verwaltungswirt (FH)","MdB",NA,11,NA,NA,NA,NA,53969,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/michael-donth",NA,NA,NA,54893,NA,NA,NA,11029,"289 - Reutlingen (Bundestag 2021 - 2025)",32,NA,"constituency",48.4919508,9.2114144
108783,"Felix Schreiner","https://www.abgeordnetenwatch.de/profile/felix-schreiner","Felix","Schreiner","m",1986,2,"CDU",NA,"Bundestagsabgeordneter",NA,17,17,NA,NA,NA,53968,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/felix-schreiner",NA,NA,NA,54892,NA,NA,NA,11028,"288 - Waldshut (Bundestag 2021 - 2025)",33,NA,"constituency",47.672925,8.2204166
78867,"Andreas Jung","https://www.abgeordnetenwatch.de/profile/andreas-jung","Andreas","Jung","m",1975,2,"CDU","Rechtsanwalt","MdB",NA,25,2,NA,NA,NA,53967,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/andreas-jung",NA,NA,NA,54891,410,"Landesliste Baden-Württemberg (Bundestag 2021 - 2025)",3,11027,"287 - Konstanz (Bundestag 2021 - 2025)",34,NA,"constituency",47.659216,9.1750718
79378,"Thorsten Frei","https://www.abgeordnetenwatch.de/profile/thorsten-frei","Thorsten","Frei","m",1973,2,"CDU","Jurist","MdB","Donaueschingen",294,293,NA,NA,NA,53966,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/thorsten-frei",NA,NA,NA,54890,NA,NA,NA,11026,"286 - Schwarzwald-Baar (Bundestag 2021 - 2025)",36,NA,"constituency",47.9534194,8.4959257
175867,"Maria-Lena Weiss","https://www.abgeordnetenwatch.de/profile/maria-lena-weiss","Maria-Lena","Weiss","f",1981,2,"CDU",NA,NA,"Mühlheim an der Donau",13,12,NA,NA,NA,53965,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/maria-lena-weiss",NA,NA,NA,54889,NA,NA,NA,11025,"285 - Rottweil - Tuttlingen (Bundestag 2021 - 2025)",31,NA,"constituency",48.0274923,8.889373
