"id","label.x","abgeordnetenwatch_url","first_name","last_name","sex","year_of_birth","party.id","party.label","education","occupation","residence","statistic_questions","statistic_questions_answered","field_title","birth_name","party_past","id.mandat","parliament_period_label","politician_abgeordnetenwatch_url","start_date","end_date","info","electoral_data_id","electoral_data_electoral_list.id","electoral_data_electoral_list.label","electoral_data_list_position","electoral_data_constituency.id","electoral_data_constituency.label","electoral_data_constituency_result","electoral_data_constituency_result_count","electoral_data_mandate_won","latitude","longitude"
79254,"Stefan Kaufmann","https://www.abgeordnetenwatch.de/profile/stefan-kaufmann","Stefan","Kaufmann","m",1969,2,"CDU","Rechtsanwalt","MdB",NA,NA,NA,NA,NA,NA,60622,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/stefan-kaufmann","2024-01-04",NA,"Stefan Kaufmann ist am 04.01.2024 für Wolfgang Schäuble in den Bundestag nachgerückt.",61546,410,"Landesliste Baden-Württemberg (Bundestag 2021 - 2025)",7,10998,"258 - Stuttgart I (Bundestag 2021 - 2025)",23.4,NA,"moved_up",48.75133815,9.16451943273259
79095,"Ingrid Pahlmann","https://www.abgeordnetenwatch.de/profile/ingrid-pahlmann","Ingrid","Pahlmann","f",1957,2,"CDU","Staatlich geprüfte ländliche Hauswirtschaftsleiterin","MdB","Gifhorn",NA,NA,NA,NA,NA,60617,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/ingrid-pahlmann","2024-01-02",NA,"Ingrid Pahlmann ist am 02.01.2024 für André Berghegger in den Bundestag nachgerückt.",61541,NA,NA,NA,10785,"45 - Gifhorn - Peine (Bundestag 2021 - 2025)",24.4,NA,"moved_up",52.57806125,10.6613448014154
170200,"Tim Wagner","https://www.abgeordnetenwatch.de/profile/tim-wagner","Tim","Wagner","m",1981,4,"FDP",NA,"Vermögensberater",NA,NA,NA,NA,NA,NA,60616,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/tim-wagner","2024-01-01",NA,"Tim Wagner ist am 01.01.2024 für Reginald Hanke in den Bundestag nachgerückt.",61540,NA,NA,NA,10931,"191 - Jena – Sömmerda – Weimarer Land I (Bundestag 2021 - 2025)",7,NA,"moved_up",NA,NA
118231,"Christian Bartelt","https://www.abgeordnetenwatch.de/profile/christian-bartelt","Christian","Bartelt","m",1976,4,"FDP","Studium Zahnmedizin","selbstständiger Zahnarzt","Spantekow",2,NA,NA,NA,NA,60178,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/christian-bartelt","2023-09-04",NA,"Nachgerückt für Hagen Reinhold am 04.09.2023.",61102,NA,NA,NA,10756,"16 - Mecklenburgische Seenplatte I - Vorpommern-Greifswald II (Bundestag 2021 - 2025)",NA,NA,"moved_up",53.7833308,13.5255823
146323,"Katharina Willkomm","https://www.abgeordnetenwatch.de/profile/katharina-willkomm","Katharina","Willkomm","f",1987,4,"FDP","Juristin","MdB",NA,2,2,NA,NA,NA,60126,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/katharina-willkomm","2023-08-07",NA,"Katharina Willkomm ist am 07.08.2023 für Alexander Graf Lambsdorff in den Deutschen Bundestag nachgerückt.",61050,NA,NA,NA,10827,"87 - Aachen I (Bundestag 2021 - 2025)",7.9,NA,"moved_up",50.75982495,6.11154715399707
175392,"Ana-Maria Trăsnea","https://www.abgeordnetenwatch.de/profile/ana-maria-trasnea","Ana-Maria","Trăsnea",NA,1994,1,"SPD","Kulturwissenschaftlerin","öffentlicher Dienst","Berlin",2,1,NA,NA,NA,58511,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/ana-maria-trasnea","2023-05-16",NA,"nachgerückt am 16.05.2023",59435,412,"Landesliste Berlin (Bundestag 2021 - 2025)",NA,10824,"84 - Berlin-Treptow-Köpenick (Bundestag 2021 - 2025)",NA,NA,"moved_up",52.5170365,13.3888599
175827,"Alexander Föhr","https://www.abgeordnetenwatch.de/profile/alexander-foehr","Alexander","Föhr","m",1980,2,"CDU","Studium Politikwissenschaft, Öffentliches Recht und Geschichte","MdB, vorher leitender Angestellter, Stadtrat in Heidelberg","Heidelberg",3,3,NA,NA,NA,58167,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/alexander-foehr","2023-03-01",NA,NA,59091,NA,NA,NA,NA,NA,NA,NA,"moved_up",49.4093582,8.694724
165158,"Rainer Rothfuß","https://www.abgeordnetenwatch.de/profile/rainer-rothfuss","Rainer","Rothfuß","m",1971,9,"AfD","Diplom-Geograph","Geopolitik-Analyst und Berater","Lindau (Bodensee)",1,1,"Dr.",NA,NA,58166,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/rainer-rothfuss","2023-03-02",NA,NA,59090,NA,NA,NA,NA,NA,NA,NA,"moved_up",47.550753,9.6926624
145860,"Melanie Bernstein","https://www.abgeordnetenwatch.de/profile/melanie-bernstein","Melanie","Bernstein","f",1976,2,"CDU","Kulturwissenschaftlerin","MdB",NA,4,2,NA,NA,NA,58127,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/melanie-bernstein","2023-02-06",NA,NA,59051,NA,NA,NA,NA,NA,NA,NA,"moved_up",NA,NA
175420,"Dirk-Ulrich Mende","https://www.abgeordnetenwatch.de/profile/dirk-ulrich-mende","Dirk-Ulrich","Mende","m",1957,1,"SPD","Volljurist (2. Staatsexamen) ","Geschäftsführer Niedersächsicher Städtetag","Celle",3,3,NA,NA,NA,58124,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/dirk-ulrich-mende","2023-01-25",NA,NA,59048,NA,NA,NA,NA,NA,NA,NA,"moved_up",52.624056,10.081052
179603,"Emily Vontz","https://www.abgeordnetenwatch.de/profile/emily-vontz","Emily","Vontz","f",2000,1,"SPD",NA,"Mitglied des Bundestages","Losheim / Berlin",6,5,NA,NA,NA,57246,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/emily-vontz","2023-01-01",NA,NA,58170,NA,NA,NA,NA,NA,NA,NA,"moved_up",NA,NA
175390,"Alexander Bartz","https://www.abgeordnetenwatch.de/profile/alexander-bartz","Alexander","Bartz","m",1984,1,"SPD","Betriebswirt","MdB","Vechta",3,NA,NA,NA,NA,57240,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/alexander-bartz","2022-11-08",NA,NA,58164,NA,NA,NA,NA,NA,NA,NA,"moved_up",52.7310691,8.2873162
146806,"Daniel Rinkert","https://www.abgeordnetenwatch.de/profile/daniel-rinkert","Daniel","Rinkert","m",1987,1,"SPD","Diplom Jurist","Bundestagsabgeordneter","Grevenbroich ",4,3,NA,NA,NA,57091,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/daniel-rinkert","2022-10-01",NA,NA,58015,NA,NA,NA,10848,"108 - Neuss I (Bundestag 2021 - 2025)",NA,NA,"moved_up",51.0905783,6.5835365
158872,"Nils Gründer","https://www.abgeordnetenwatch.de/profile/nils-gruender","Nils","Gründer","m",1997,4,"FDP",NA,"Account-Manager / Student ",NA,4,3,NA,NA,NA,56410,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/nils-gruender","2022-08-02",NA,NA,57334,NA,NA,NA,10972,"232 - Amberg (Bundestag 2021 - 2025)",NA,NA,"moved_up",49.4454211,11.858728
147377,"Michael Sacher","https://www.abgeordnetenwatch.de/profile/michael-sacher","Michael","Sacher","m",1964,5,"Bündnis 90/Die Grünen","Buchhändler","Buchhändler","Unna",5,5,NA,"Siehmann",NA,56408,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/michael-sacher","2022-06-30",NA,"Nachgerückt für Oliver Krischer am 30.06.2022",57332,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",NA,NA,NA,NA,NA,"moved_up",51.5348835,7.689014
79415,"Daniela De Ridder","https://www.abgeordnetenwatch.de/profile/daniela-de-ridder","Daniela","De Ridder","f",1962,1,"SPD","Unternehmensberaterin","MdB",NA,7,7,NA,NA,NA,56401,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/daniela-de-ridder","2022-06-03",NA,NA,57325,NA,NA,NA,NA,NA,NA,NA,"moved_up",NA,NA
175334,"Clara Bünger","https://www.abgeordnetenwatch.de/profile/clara-buenger","Clara","Bünger","f",1986,8,"DIE LINKE","Volljuristin","wissenschaftliche Mitarbeiterin Bundestag/juristische Beraterin",NA,16,16,NA,NA,NA,54422,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/clara-buenger","2022-01-05",NA,NA,55346,NA,NA,NA,10904,"164 - Erzgebirgskreis I (Bundestag 2021 - 2025)",NA,NA,"moved_up",50.6018498,12.9567834608867
175709,"Claudia Raffelhüschen","https://www.abgeordnetenwatch.de/profile/claudia-raffelhueschen","Claudia","Raffelhüschen","f",1968,4,"FDP","Dipl.-Volkswirtin","MdB, Dozentin",NA,53,52,NA,NA,NA,54380,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/claudia-raffelhueschen",NA,NA,NA,55304,410,"Landesliste Baden-Württemberg (Bundestag 2021 - 2025)",17,11021,"281 - Freiburg (Bundestag 2021 - 2025)",7.7,13833,"list",47.9960901,7.8494005
78863,"Jürgen Hardt","https://www.abgeordnetenwatch.de/profile/juergen-hardt","Jürgen","Hardt","m",1963,2,"CDU","Dipl. Volkswirt","MdB","Wuppertal",23,19,NA,"Hardt",NA,54378,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/juergen-hardt",NA,NA,NA,55302,419,"Landesliste Nordrhein-Westfalen (Bundestag 2021 - 2025)",22,10843,"103 - Solingen - Remscheid - Wuppertal II (Bundestag 2021 - 2025)",27.6,NA,"list",51.264018,7.1780374
78936,"Beate Walter-Rosenheimer","https://www.abgeordnetenwatch.de/profile/beate-walter-rosenheimer","Beate","Walter-Rosenheimer","f",1964,5,"Bündnis 90/Die Grünen","Diplom Psychologin","MdB",NA,36,35,NA,NA,NA,54377,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/beate-walter-rosenheimer",NA,NA,NA,55301,411,"Landesliste Bayern (Bundestag 2021 - 2025)",19,10955,"215 - Fürstenfeldbruck (Bundestag 2021 - 2025)",13.3,NA,"list",48.1813797,11.2382125
138540,"Markus Uhl","https://www.abgeordnetenwatch.de/profile/markus-uhl","Markus","Uhl","m",1979,2,"CDU","Dipl.-Kaufmann","MdB",NA,9,9,NA,NA,NA,54370,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/markus-uhl",NA,NA,NA,55294,421,"Landesliste Saarland (Bundestag 2021 - 2025)",4,11039,"299 - Homburg (Bundestag 2021 - 2025)",26.1,36474,"list",47.758716,7.5063314
79011,"Nadine Schön","https://www.abgeordnetenwatch.de/profile/nadine-schoen","Nadine","Schön","f",1983,2,"CDU","Diplom-Juristin","MdB","Tholey",8,8,NA,NA,NA,54369,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/nadine-schoen",NA,NA,NA,55293,421,"Landesliste Saarland (Bundestag 2021 - 2025)",3,11038,"298 - St. Wendel (Bundestag 2021 - 2025)",32.1,43923,"list",49.481406,7.0323463
146018,"Sascha Müller","https://www.abgeordnetenwatch.de/profile/sascha-mueller-0","Sascha","Müller","m",1970,5,"Bündnis 90/Die Grünen","Politikwissenschaft","Sportjournalist, Landesschatzmeister","Nürnberg",21,18,NA,NA,NA,54138,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/sascha-mueller-0",NA,NA,NA,55062,411,"Landesliste Bayern (Bundestag 2021 - 2025)",6,10985,"245 - Nürnberg-Süd (Bundestag 2021 - 2025)",12.1,15557,"list",49.453872,11.077298
79000,"Andreas Schwarz","https://www.abgeordnetenwatch.de/profile/andreas-schwarz","Andreas","Schwarz","m",1965,1,"SPD","Dipl. Betriebswirt (FH)","MdB",NA,24,24,NA,NA,NA,54137,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/andreas-schwarz",NA,NA,NA,55061,411,"Landesliste Bayern (Bundestag 2021 - 2025)",11,10976,"236 - Bamberg (Bundestag 2021 - 2025)",19,28122,"list",49.8916044,10.8868478
79097,"Aydan Özoğuz","https://www.abgeordnetenwatch.de/profile/aydan-oezoguz","Aydan","Özoğuz","f",1967,1,"SPD","Magister Anglistik","Vizepräsidentin des Deutschen Bundestages",NA,39,34,NA,NA,NA,54136,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/aydan-oezoguz",NA,NA,NA,55060,415,"Landesliste Hamburg (Bundestag 2021 - 2025)",1,10762,"22 - Hamburg-Wandsbek (Bundestag 2021 - 2025)",38,NA,"constituency",53.6178179,10.1273196495126
175594,"Kassem Taher Saleh","https://www.abgeordnetenwatch.de/profile/kassem-taher-saleh","Kassem","Taher Saleh","m",1993,5,"Bündnis 90/Die Grünen","Diplom Ingenieur","Bauleiter","Dresden",13,13,NA,NA,NA,54135,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/kassem-taher-saleh",NA,NA,NA,55059,422,"Landesliste Sachsen (Bundestag 2021 - 2025)",4,10899,"159 - Dresden I (Bundestag 2021 - 2025)",9.5,17135,"list",51.0493286,13.7381437
79090,"Lisa Paus","https://www.abgeordnetenwatch.de/profile/lisa-paus","Lisa","Paus","f",1968,5,"Bündnis 90/Die Grünen","Diplom Volkswirtin","MdB",NA,180,17,NA,NA,NA,54134,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/lisa-paus",NA,NA,NA,55058,412,"Landesliste Berlin (Bundestag 2021 - 2025)",1,10820,"80 - Berlin-Charlottenburg-Wilmersdorf (Bundestag 2021 - 2025)",24.4,NA,"list",52.5078558,13.2639518
175877,"Ottilie Klein","https://www.abgeordnetenwatch.de/profile/ottilie-klein","Ottilie","Klein","f",1984,2,"CDU",NA,"Abteilungsdirektorin","Berlin",18,10,"Dr.",NA,NA,54133,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/ottilie-klein",NA,NA,NA,55057,412,"Landesliste Berlin (Bundestag 2021 - 2025)",3,10815,"75 - Berlin-Mitte (Bundestag 2021 - 2025)",13.3,NA,"list",52.5170365,13.3888599
125186,"Jonas Geissler","https://www.abgeordnetenwatch.de/profile/jonas-geissler","Jonas","Geissler","m",1984,3,"CSU","Politikwissenschaft, Geschichte und Internationale Beziehungen","MdB",NA,6,3,"Dr.",NA,NA,54132,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/jonas-geissler",NA,NA,NA,55056,NA,NA,NA,10978,"238 - Coburg (Bundestag 2021 - 2025)",36,NA,"constituency",50.258112,10.964463
79149,"Carsten Linnemann","https://www.abgeordnetenwatch.de/profile/carsten-linnemann","Carsten","Linnemann","m",1977,2,"CDU","Diplom-Volkswirt","MdB",NA,46,2,NA,NA,NA,54131,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/carsten-linnemann",NA,NA,NA,55055,NA,NA,NA,10877,"137 - Paderborn - Gütersloh III (Bundestag 2021 - 2025)",47,NA,"constituency",51.68878575,8.73322187650232
79332,"Christian Haase","https://www.abgeordnetenwatch.de/profile/christian-haase","Christian","Haase","m",1966,2,"CDU","Diplom-Verwaltungswirt (FH)","MdB",NA,11,11,NA,NA,NA,54130,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/christian-haase",NA,NA,NA,55054,NA,NA,NA,10876,"136 - Höxter - Lippe II (Bundestag 2021 - 2025)",40,NA,"constituency",51.7196528,9.18862556775047
79023,"Nina Scheer","https://www.abgeordnetenwatch.de/profile/nina-scheer","Nina","Scheer","f",1971,1,"SPD","Musikstudium, Jurastudium, Politikwissenschaftliche Promotion","MdB",NA,48,38,"Dr.",NA,NA,54129,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/nina-scheer",NA,NA,NA,55053,424,"Landesliste Schleswig-Holstein (Bundestag 2021 - 2025)",2,10750,"10 - Herzogtum Lauenburg - Stormarn-Süd (Bundestag 2021 - 2025)",31,NA,"constituency",53.5937093,10.5561537429653
79333,"Bettina Hagedorn","https://www.abgeordnetenwatch.de/profile/bettina-hagedorn","Bettina","Hagedorn","f",1955,1,"SPD","Goldschmiedin","MdB",NA,71,71,NA,NA,NA,54128,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/bettina-hagedorn",NA,NA,NA,55052,424,"Landesliste Schleswig-Holstein (Bundestag 2021 - 2025)",4,10749,"9 - Ostholstein - Stormarn-Nord (Bundestag 2021 - 2025)",33,NA,"constituency",54.07520205,10.6110507128065
175458,"Kristian Klinck","https://www.abgeordnetenwatch.de/profile/kristian-klinck","Kristian","Klinck","m",1979,1,"SPD","Studium der Politikwissenschaft, Dr. rer. pol., 2. Staatsexamen Lehramt an Gymnasien","Studienrat","Preetz",11,6,NA,NA,NA,54127,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/kristian-klinck",NA,NA,NA,55051,424,"Landesliste Schleswig-Holstein (Bundestag 2021 - 2025)",13,10746,"6 - Plön - Neumünster (Bundestag 2021 - 2025)",31,NA,"constituency",54.2359233,10.2818352
79065,"Sönke Rix","https://www.abgeordnetenwatch.de/profile/soenke-rix","Sönke","Rix","m",1975,1,"SPD","Erzieher","Mitglied des Deutschen Bundestages",NA,8,7,NA,NA,NA,54126,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/soenke-rix",NA,NA,NA,55050,424,"Landesliste Schleswig-Holstein (Bundestag 2021 - 2025)",1,10744,"4 - Rendsburg-Eckernförde (Bundestag 2021 - 2025)",30,NA,"constituency",54.3015523,9.7686088
139064,"Robert Habeck","https://www.abgeordnetenwatch.de/profile/robert-habeck","Robert","Habeck","m",1969,5,"Bündnis 90/Die Grünen","Philosoph, Schriftsteller","Bundesminister für Wirtschaft und Klimaschutz, MdB","Flensburg ",1064,347,NA,NA,NA,54125,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/robert-habeck",NA,NA,NA,55049,424,"Landesliste Schleswig-Holstein (Bundestag 2021 - 2025)",2,10741,"1 - Flensburg – Schleswig (Bundestag 2021 - 2025)",28,NA,"constituency",54.7833021,9.4333264
108761,"Markus Frohnmaier","https://www.abgeordnetenwatch.de/profile/markus-frohnmaier","Markus","Frohnmaier","m",1991,9,"AfD","Rechtswissenschaft","MdB",NA,6,NA,NA,NA,NA,54124,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/markus-frohnmaier",NA,NA,NA,55048,410,"Landesliste Baden-Württemberg (Bundestag 2021 - 2025)",4,11000,"260 - Böblingen (Bundestag 2021 - 2025)",8.3,NA,"list",48.684969,9.0113444
175774,"Martin Gassner-Herz","https://www.abgeordnetenwatch.de/profile/martin-gassner-herz","Martin","Gassner-Herz","m",1985,4,"FDP","MA Politikwissenschaft","Verwaltungsangestellter","Schutterwald",13,13,NA,"Gassner",NA,54123,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/martin-gassner-herz",NA,NA,NA,55047,410,"Landesliste Baden-Württemberg (Bundestag 2021 - 2025)",16,11024,"284 - Offenburg (Bundestag 2021 - 2025)",10.8,16688,"list",48.4563397,7.8840188
175696,"Ann-Veruschka Jurisch","https://www.abgeordnetenwatch.de/profile/ann-veruschka-jurisch","Ann-Veruschka","Jurisch","f",1972,4,"FDP","Juristin (Dr. jur.)",NA,"Konstanz",20,16,"Dr.",NA,NA,54122,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/ann-veruschka-jurisch",NA,NA,NA,55046,410,"Landesliste Baden-Württemberg (Bundestag 2021 - 2025)",14,11027,"287 - Konstanz (Bundestag 2021 - 2025)",10.9,NA,"list",47.659216,9.1750718
146028,"Tobias B. Bacherle","https://www.abgeordnetenwatch.de/profile/tobias-b-bacherle","Tobias B.","Bacherle","m",1994,5,"Bündnis 90/Die Grünen","Politik- und Medienwissenschaft","Student","Sindelfingen",38,34,NA,NA,NA,54121,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/tobias-b-bacherle",NA,NA,NA,55045,410,"Landesliste Baden-Württemberg (Bundestag 2021 - 2025)",13,11000,"260 - Böblingen (Bundestag 2021 - 2025)",15.6,30210,"list",48.7084162,9.0035455
150296,"Christian Wirth","https://www.abgeordnetenwatch.de/profile/christian-wirth","Christian","Wirth","m",1963,9,"AfD","Rechtsanwalt","MdB",NA,5,NA,"Dr.",NA,NA,54120,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/christian-wirth",NA,NA,NA,55044,421,"Landesliste Saarland (Bundestag 2021 - 2025)",1,11039,"299 - Homburg (Bundestag 2021 - 2025)",11.6,NA,"list",47.758716,7.5063314
79275,"Dieter Janecek","https://www.abgeordnetenwatch.de/profile/dieter-janecek","Dieter","Janecek","m",1976,5,"Bündnis 90/Die Grünen","Politikwissenschaftler","MdB",NA,33,23,NA,NA,NA,54119,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/dieter-janecek",NA,NA,NA,55043,411,"Landesliste Bayern (Bundestag 2021 - 2025)",4,10960,"220 - München-West/Mitte (Bundestag 2021 - 2025)",16.3,31385,"list",48.1689761,11.4294872968415
122063,"Tobias Matthias Peterka","https://www.abgeordnetenwatch.de/profile/tobias-matthias-peterka","Tobias Matthias","Peterka","m",1982,9,"AfD",NA,"MdB",NA,2,2,NA,NA,NA,54118,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/tobias-matthias-peterka",NA,NA,NA,55042,411,"Landesliste Bayern (Bundestag 2021 - 2025)",10,10977,"237 - Bayreuth (Bundestag 2021 - 2025)",8.4,NA,"list",49.9427202,11.5763079
78886,"Katrin Göring-Eckardt","https://www.abgeordnetenwatch.de/profile/katrin-goering-eckardt","Katrin","Göring-Eckardt","f",1966,5,"Bündnis 90/Die Grünen",NA,"MdB, Vizepräsidentin des Deutschen Bundestages",NA,324,313,NA,NA,NA,54117,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/katrin-goering-eckardt",NA,NA,NA,55041,425,"Landesliste Thüringen (Bundestag 2021 - 2025)",1,10933,"193 - Erfurt - Weimar - Weimarer Land II (Bundestag 2021 - 2025)",11.8,19474,"list",50.98527775,11.1259836712837
145783,"Jürgen Pohl","https://www.abgeordnetenwatch.de/profile/juergen-pohl","Jürgen","Pohl","m",1964,9,"AfD","Jurist","MdB, Rechtsanwalt",NA,4,4,NA,NA,NA,54116,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/juergen-pohl",NA,NA,NA,55040,425,"Landesliste Thüringen (Bundestag 2021 - 2025)",2,10929,"189 - Eichsfeld – Nordhausen – Kyffhäuserkreis (Bundestag 2021 - 2025)",22.7,NA,"list",NA,NA
120819,"Ali Al-Dailami","https://www.abgeordnetenwatch.de/profile/ali-al-dailami","Ali","Al-Dailami","m",1981,229,"BSW","Restaurantfachmann","Angestellter",NA,22,16,NA,NA,"Ist am 23.10.2023 aus der Partei DIE LINKE ausgetreten. Seit dem 08.01.2024, dem Gründungsdatum, Mitglied der Partei Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit (BSW).",54115,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/ali-al-dailami",NA,NA,NA,55039,416,"Landesliste Hessen (Bundestag 2021 - 2025)",2,10913,"173 - Gießen (Bundestag 2021 - 2025)",NA,NA,"list",50.5862066,8.6742306
135302,"Janine Wissler","https://www.abgeordnetenwatch.de/profile/janine-wissler","Janine","Wissler","f",1981,8,"DIE LINKE","Dipl. Politologin","MdB im Finanzausschuss, Parteivorsitzende DIE LINKE",NA,41,29,NA,NA,NA,54114,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/janine-wissler",NA,NA,NA,55038,416,"Landesliste Hessen (Bundestag 2021 - 2025)",1,10922,"182 - Frankfurt am Main I (Bundestag 2021 - 2025)",8.8,NA,"list",50.1106444,8.6820917
145984,"Boris Mijatović","https://www.abgeordnetenwatch.de/profile/boris-mijatovic","Boris","Mijatović","m",1974,5,"Bündnis 90/Die Grünen","Politikwissenschaftler","Mitglied des deutschen Bundestages","Kassel",30,30,NA,NA,NA,54113,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/boris-mijatovic",NA,NA,NA,55037,416,"Landesliste Hessen (Bundestag 2021 - 2025)",8,10908,"168 - Kassel (Bundestag 2021 - 2025)",17.3,NA,"list",51.3154546,9.4924096
175428,"Franziska Mascheck","https://www.abgeordnetenwatch.de/profile/franziska-mascheck","Franziska","Mascheck","f",1979,1,"SPD","Sozialarbeiterin","Bundestagsabgeordnete, Stadträtin Frohburg, Kulturschaffende","Linda",11,9,NA,NA,NA,54112,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/franziska-mascheck",NA,NA,NA,55036,422,"Landesliste Sachsen (Bundestag 2021 - 2025)",8,10894,"154 - Leipzig-Land (Bundestag 2021 - 2025)",20,NA,"list",50.6865408,11.7959166710902
120776,"Lars Lindemann","https://www.abgeordnetenwatch.de/profile/lars-lindemann","Lars","Lindemann","m",1971,4,"FDP","Rechtsanwalt","MdB","Kleinmalchow",10,1,NA,NA,NA,54111,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/lars-lindemann",NA,NA,NA,55035,412,"Landesliste Berlin (Bundestag 2021 - 2025)",3,10821,"81 - Berlin-Tempelhof-Schöneberg (Bundestag 2021 - 2025)",7.3,12820,"list",52.4404422,13.3882887235007
122880,"Daniela Kluckert","https://www.abgeordnetenwatch.de/profile/daniela-kluckert","Daniela","Kluckert","f",1980,4,"FDP","Diplom Volkswirtin","MdB","Berlin-Tempelhof",21,20,NA,NA,NA,54110,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/daniela-kluckert",NA,NA,NA,55034,412,"Landesliste Berlin (Bundestag 2021 - 2025)",2,10816,"76 - Berlin-Pankow (Bundestag 2021 - 2025)",6.9,12509,"list",52.4711794,13.3774625
134400,"Christoph Meyer","https://www.abgeordnetenwatch.de/profile/christoph-meyer","Christoph","Meyer","m",1975,4,"FDP","Bankkaufmann","MdB, Rechtsanwalt","Berlin",9,7,NA,NA,NA,54109,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/christoph-meyer",NA,NA,NA,55033,412,"Landesliste Berlin (Bundestag 2021 - 2025)",1,10820,"80 - Berlin-Charlottenburg-Wilmersdorf (Bundestag 2021 - 2025)",NA,NA,"list",52.5170365,13.3888599
79217,"Renate Künast","https://www.abgeordnetenwatch.de/profile/renate-kuenast","Renate","Künast","f",1955,5,"Bündnis 90/Die Grünen","Juristin und Sozialarbeiterin","MdB",NA,42,29,NA,NA,NA,54108,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/renate-kuenast",NA,NA,NA,55032,412,"Landesliste Berlin (Bundestag 2021 - 2025)",3,10821,"81 - Berlin-Tempelhof-Schöneberg (Bundestag 2021 - 2025)",25.1,NA,"list",52.4404422,13.3882887235007
175488,"Ruppert Stüwe","https://www.abgeordnetenwatch.de/profile/ruppert-stuewe","Ruppert","Stüwe","m",1978,1,"SPD","Dipl. Volkswirt","Angestellter Berliner Verkehrsbetriebe (BVG) AöR","Berlin",19,17,NA,NA,NA,54107,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/ruppert-stuewe",NA,NA,NA,55031,412,"Landesliste Berlin (Bundestag 2021 - 2025)",5,10819,"79 - Berlin-Steglitz-Zehlendorf (Bundestag 2021 - 2025)",24.9,43472,"list",52.5170365,13.3888599
