"id","label.x","abgeordnetenwatch_url","first_name","last_name","sex","year_of_birth","party.id","party.label","education","residence","occupation","statistic_questions","statistic_questions_answered","birth_name","field_title","party_past","id.mandat","parliament_period_label","politician_abgeordnetenwatch_url","start_date","end_date","info","electoral_data_id","electoral_data_electoral_list.id","electoral_data_electoral_list.label","electoral_data_list_position","electoral_data_constituency.id","electoral_data_constituency.label","electoral_data_constituency_result","electoral_data_constituency_result_count","electoral_data_mandate_won","latitude","longitude"
123532,"Enrico Komning","https://www.abgeordnetenwatch.de/profile/enrico-komning","Enrico","Komning","m","1968","9","AfD","Fachanwalt",NA,"MdB, MdL, Rechtsanwalt","4","1",NA,NA,NA,53984,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/enrico-komning",NA,NA,NA,54908,417,"Landesliste Mecklenburg Vorpommern (Bundestag 2021 - 2025)",2,10756,"16 - Mecklenburgische Seenplatte I - Vorpommern-Greifswald II (Bundestag 2021 - 2025)",24.3,NA,"list",NA,NA
123559,"Leif-Erik Holm","https://www.abgeordnetenwatch.de/profile/leif-erik-holm","Leif-Erik","Holm","m","1970","9","AfD","Ökonom M. Sc.",NA,"MdB, MdL","9",NA,NA,NA,NA,53983,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/leif-erik-holm",NA,NA,NA,54907,417,"Landesliste Mecklenburg Vorpommern (Bundestag 2021 - 2025)",1,10755,"15 - Vorpommern-Rügen - Vorpommern-Greifswald I (Bundestag 2021 - 2025)",19.9,NA,"list",NA,NA
165049,"Simone Borchardt","https://www.abgeordnetenwatch.de/profile/simone-borchardt","Simone","Borchardt","f","1967","2","CDU","Master of Health Business  Administration","Warnow","Geschäftsbereichsleiterin  Pflege beim IB Nord e. V. / Beauftragte der Geschäftsführung für die Pflege- und Wiedereingliederung gGmbH","20","11",NA,NA,NA,53982,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/simone-borchardt",NA,NA,NA,54906,417,"Landesliste Mecklenburg Vorpommern (Bundestag 2021 - 2025)",3,10753,"13 - Ludwigslust-Parchim II - Nordwestmecklenburg II - Landkreis Rostock I (Bundestag 2021 - 2025)",18.2,NA,"list",53.7852296,11.8820169
79123,"Dietrich Monstadt","https://www.abgeordnetenwatch.de/profile/dietrich-monstadt","Dietrich","Monstadt","m","1957","2","CDU","Jurist",NA,"MdB","7","1",NA,NA,NA,53981,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/dietrich-monstadt",NA,NA,NA,54905,417,"Landesliste Mecklenburg Vorpommern (Bundestag 2021 - 2025)",2,10752,"12 - Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I (Bundestag 2021 - 2025)",20.7,NA,"list",NA,NA
145862,"Philipp Amthor","https://www.abgeordnetenwatch.de/profile/philipp-amthor","Philipp","Amthor","m","1992","2","CDU","Jurist",NA,"MdB","36",NA,NA,NA,NA,53980,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/philipp-amthor",NA,NA,NA,54904,417,"Landesliste Mecklenburg Vorpommern (Bundestag 2021 - 2025)",1,10756,"16 - Mecklenburgische Seenplatte I - Vorpommern-Greifswald II (Bundestag 2021 - 2025)",20.7,NA,"list",NA,NA
138463,"Esra Limbacher","https://www.abgeordnetenwatch.de/profile/esra-limbacher","Esra","Limbacher","m","1989","1","SPD","Jurist",NA,"MdB","27","27",NA,NA,NA,53979,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/esra-limbacher",NA,NA,NA,54903,421,"Landesliste Saarland (Bundestag 2021 - 2025)",5,11039,"299 - Homburg (Bundestag 2021 - 2025)",36,NA,"constituency",NA,NA
79477,"Christian Petry","https://www.abgeordnetenwatch.de/profile/christian-petry","Christian","Petry","m","1965","1","SPD","Dipl. Verwaltungswirt",NA,"MdB","20","20",NA,NA,NA,53978,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/christian-petry",NA,NA,NA,54902,421,"Landesliste Saarland (Bundestag 2021 - 2025)",3,11038,"298 - St. Wendel (Bundestag 2021 - 2025)",35,NA,"constituency",NA,NA
138233,"Heiko Maas","https://www.abgeordnetenwatch.de/profile/heiko-maas","Heiko","Maas","m","1966","1","SPD","Jurist",NA,"Bundesminister des Auswärtigen, MdB","14",NA,NA,NA,NA,53977,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/heiko-maas",NA,"2022-12-31",NA,54901,421,"Landesliste Saarland (Bundestag 2021 - 2025)",1,11037,"297 - Saarlouis (Bundestag 2021 - 2025)",36,NA,"constituency",NA,NA
146867,"Josephine Ortleb","https://www.abgeordnetenwatch.de/profile/josephine-ortleb","Josephine","Ortleb","f","1986","1","SPD","Fachwirtin im Gastgewerbe",NA,"MdB","22","22",NA,NA,NA,53976,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/josephine-ortleb",NA,NA,NA,54900,421,"Landesliste Saarland (Bundestag 2021 - 2025)",2,11036,"296 - Saarbrücken (Bundestag 2021 - 2025)",36,NA,"constituency",NA,NA
79465,"Thomas Bareiß","https://www.abgeordnetenwatch.de/profile/thomas-bareiss","Thomas","Bareiß","m","1975","2","CDU","Dipl. Betriebswirt (BA)",NA,"MdB","16",NA,NA,NA,NA,53975,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/thomas-bareiss",NA,NA,NA,54899,NA,NA,NA,11035,"295 - Zollernalb - Sigmaringen (Bundestag 2021 - 2025)",30,NA,"constituency",NA,NA
145896,"Axel Müller","https://www.abgeordnetenwatch.de/profile/axel-mueller","Axel","Müller","m","1963","2","CDU",NA,NA,"MdB","7",NA,NA,NA,NA,53974,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/axel-mueller",NA,NA,NA,54898,NA,NA,NA,11034,"294 - Ravensburg (Bundestag 2021 - 2025)",30,NA,"constituency",NA,NA
175888,"Volker Mayer-Lay","https://www.abgeordnetenwatch.de/profile/volker-mayer-lay","Volker","Mayer-Lay","m","1981","2","CDU","Jurist","Überlingen","Rechtsanwalt & Mediator","10","8",NA,NA,NA,53973,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/volker-mayer-lay",NA,NA,NA,54897,NA,NA,NA,11033,"293 - Bodensee (Bundestag 2021 - 2025)",30,NA,"constituency",47.7667246,9.1666488
79062,"Josef Rief","https://www.abgeordnetenwatch.de/profile/josef-rief","Josef","Rief","m","1960","2","CDU","Landwirtschaftsmeister",NA,"MdB","6","5",NA,NA,NA,53972,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/josef-rief",NA,NA,NA,54896,NA,NA,NA,11032,"292 - Biberach (Bundestag 2021 - 2025)",35,NA,"constituency",NA,NA
79480,"Ronja Kemmer","https://www.abgeordnetenwatch.de/profile/ronja-kemmer","Ronja","Kemmer","f","1989","2","CDU","Volkswirtin","Erbach","MdB","51","51","Schmitt",NA,NA,53971,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/ronja-kemmer",NA,NA,NA,54895,410,"Landesliste Baden-Württemberg (Bundestag 2021 - 2025)",15,11031,"291 - Ulm (Bundestag 2021 - 2025)",32,NA,"constituency",48.3274603,9.8913803
118138,"Annette Widmann-Mauz","https://www.abgeordnetenwatch.de/profile/annette-widmann-mauz","Annette","Widmann-Mauz","f","1966","2","CDU",NA,NA,"MdB, Staatsministerin a.D.","22","22",NA,NA,NA,53970,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/annette-widmann-mauz",NA,NA,NA,54894,410,"Landesliste Baden-Württemberg (Bundestag 2021 - 2025)",2,11030,"290 - Tübingen (Bundestag 2021 - 2025)",27,NA,"constituency",NA,NA
79397,"Michael Donth","https://www.abgeordnetenwatch.de/profile/michael-donth","Michael","Donth","m","1967","2","CDU","Dipl.-Verwaltungswirt (FH)",NA,"MdB","11",NA,NA,NA,NA,53969,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/michael-donth",NA,NA,NA,54893,NA,NA,NA,11029,"289 - Reutlingen (Bundestag 2021 - 2025)",32,NA,"constituency",NA,NA
108783,"Felix Schreiner","https://www.abgeordnetenwatch.de/profile/felix-schreiner","Felix","Schreiner","m","1986","2","CDU",NA,NA,"Bundestagsabgeordneter","17","17",NA,NA,NA,53968,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/felix-schreiner",NA,NA,NA,54892,NA,NA,NA,11028,"288 - Waldshut (Bundestag 2021 - 2025)",33,NA,"constituency",NA,NA
78867,"Andreas Jung","https://www.abgeordnetenwatch.de/profile/andreas-jung","Andreas","Jung","m","1975","2","CDU","Rechtsanwalt",NA,"MdB","26","2",NA,NA,NA,53967,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/andreas-jung",NA,NA,NA,54891,410,"Landesliste Baden-Württemberg (Bundestag 2021 - 2025)",3,11027,"287 - Konstanz (Bundestag 2021 - 2025)",34,NA,"constituency",NA,NA
79378,"Thorsten Frei","https://www.abgeordnetenwatch.de/profile/thorsten-frei","Thorsten","Frei","m","1973","2","CDU","Jurist","Donaueschingen","MdB","357","357",NA,NA,NA,53966,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/thorsten-frei",NA,NA,NA,54890,NA,NA,NA,11026,"286 - Schwarzwald-Baar (Bundestag 2021 - 2025)",36,NA,"constituency",47.9534194,8.4959257
175867,"Maria-Lena Weiss","https://www.abgeordnetenwatch.de/profile/maria-lena-weiss","Maria-Lena","Weiss","f","1981","2","CDU",NA,"Mühlheim an der Donau",NA,"15","15",NA,NA,NA,53965,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/maria-lena-weiss",NA,NA,NA,54889,NA,NA,NA,11025,"285 - Rottweil - Tuttlingen (Bundestag 2021 - 2025)",31,NA,"constituency",48.0274923,8.889373
79020,"Wolfgang Schäuble","https://www.abgeordnetenwatch.de/profile/wolfgang-schaeuble","Wolfgang","Schäuble","m","1942","2","CDU","Rechts- und Wirtschaftswissenschaftler","Offenburg","MdB","15",NA,NA,NA,NA,53964,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/wolfgang-schaeuble",NA,"2023-12-26","Wolfgang Schäuble ist am 26. Dezember 2023 verstorben.",54888,410,"Landesliste Baden-Württemberg (Bundestag 2021 - 2025)",1,11024,"284 - Offenburg (Bundestag 2021 - 2025)",34,NA,"constituency",48.4716556,7.944378
175892,"Yannick Bury","https://www.abgeordnetenwatch.de/profile/yannick-bury","Yannick","Bury","m","1990","2","CDU","Master of Science VWL","Malterdingen","Volkswirt","10","10",NA,NA,NA,53963,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/yannick-bury",NA,NA,NA,54887,NA,NA,NA,11023,"283 - Emmendingen - Lahr (Bundestag 2021 - 2025)",27,NA,"constituency",48.1621664,7.7951587
175844,"Diana Stöcker","https://www.abgeordnetenwatch.de/profile/diana-stoecker","Diana","Stöcker","f","1970","2","CDU","Politikwissenschaftlerin M.A. ",NA,"MdB, Bürgermeisterin a.D.","37","37",NA,NA,NA,53962,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/diana-stoecker",NA,"2024-06-02","Diana Stöcker ist am 02.06.2024 ausgeschieden, nachgerückt ist Ingo Wellenreuther am 10.06.2024.",54886,NA,NA,NA,11022,"282 - Lörrach - Müllheim (Bundestag 2021 - 2025)",25,NA,"constituency",NA,NA
175543,"Chantal Kopf","https://www.abgeordnetenwatch.de/profile/chantal-kopf","Chantal","Kopf","f","1995","5","Bündnis 90/Die Grünen","M.A. in Politikwissenschaft","Freiburg","Mitglied des Deutschen Bundestages","53","53",NA,NA,NA,53961,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/chantal-kopf",NA,NA,NA,54885,410,"Landesliste Baden-Württemberg (Bundestag 2021 - 2025)",14,11021,"281 - Freiburg (Bundestag 2021 - 2025)",28,NA,"constituency",47.9960901,7.8494005
175863,"Klaus Mack","https://www.abgeordnetenwatch.de/profile/klaus-mack","Klaus","Mack","m","1973","2","CDU","Diplom Verwaltungswirt (FH)",NA,"Mitglied des Deutschen Bundestags","10","10",NA,NA,NA,53960,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/klaus-mack",NA,NA,NA,54884,NA,NA,NA,11020,"280 - Calw (Bundestag 2021 - 2025)",33,NA,"constituency",NA,NA
79226,"Gunther Krichbaum","https://www.abgeordnetenwatch.de/profile/gunther-krichbaum","Gunther","Krichbaum","m","1964","2","CDU","Jurist",NA,"Bundestagsabgeordneter","18","18",NA,NA,NA,53959,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/gunther-krichbaum",NA,NA,NA,54883,NA,NA,NA,11019,"279 - Pforzheim (Bundestag 2021 - 2025)",28,NA,"constituency",NA,NA
79336,"Olav Gutting","https://www.abgeordnetenwatch.de/profile/olav-gutting","Olav","Gutting","m","1970","2","CDU","Rechtsanwalt",NA,"MdB","31","25",NA,NA,NA,53958,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/olav-gutting",NA,NA,NA,54882,NA,NA,NA,11018,"278 - Bruchsal - Schwetzingen (Bundestag 2021 - 2025)",29,NA,"constituency",NA,NA
165004,"Moritz Oppelt","https://www.abgeordnetenwatch.de/profile/moritz-oppelt","Moritz","Oppelt","m","1989","2","CDU","Volljurist","Neckargemünd","Oberregierungsrat in der Finanzverwaltung Baden-Württemberg","7","7",NA,NA,NA,53957,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/moritz-oppelt",NA,NA,NA,54881,NA,NA,NA,11017,"277 - Rhein-Neckar (Bundestag 2021 - 2025)",28,NA,"constituency",49.3954054,8.7965893
78805,"Nina Warken","https://www.abgeordnetenwatch.de/profile/nina-warken","Nina","Warken","f","1979","2","CDU","Rechtsanwältin",NA,"MdB","6","5",NA,NA,NA,53956,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/nina-warken",NA,NA,NA,54880,NA,NA,NA,11016,"276 - Odenwald - Tauber (Bundestag 2021 - 2025)",35,NA,"constituency",NA,NA
175436,"Isabel Cademartori","https://www.abgeordnetenwatch.de/profile/isabel-cademartori","Isabel","Cademartori","f","1988","1","SPD","B.Sc. Betriebswirtschaftslehre & M.Sc. Wirtschaftspädagogik","Mannheim","Wissenschaftliche Mitarbeiterin","30","30",NA,NA,NA,53955,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/isabel-cademartori",NA,NA,NA,54879,410,"Landesliste Baden-Württemberg (Bundestag 2021 - 2025)",17,11015,"275 - Mannheim (Bundestag 2021 - 2025)",26,NA,"constituency",49.4892913,8.4673098
79429,"Franziska Brantner","https://www.abgeordnetenwatch.de/profile/franziska-brantner","Franziska","Brantner","f","1979","5","Bündnis 90/Die Grünen","Promotion Politik",NA,"MdB","58","58",NA,"Dr.",NA,53954,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/franziska-brantner",NA,NA,NA,54878,410,"Landesliste Baden-Württemberg (Bundestag 2021 - 2025)",1,11014,"274 - Heidelberg (Bundestag 2021 - 2025)",30,NA,"constituency",NA,NA
78817,"Kai Whittaker","https://www.abgeordnetenwatch.de/profile/kai-whittaker","Kai","Whittaker","m","1985","2","CDU",NA,NA,"MdB","10",NA,NA,NA,NA,53953,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/kai-whittaker",NA,NA,NA,54877,NA,NA,NA,11013,"273 - Rastatt (Bundestag 2021 - 2025)",33,NA,"constituency",NA,NA
175876,"Nicolas Zippelius","https://www.abgeordnetenwatch.de/profile/nicolas-zippelius","Nicolas","Zippelius","m","1987","2","CDU","Bachelor Politik- und Rechtswissenschaften","Weingarten","Bundestagsabgeordneter","23","23",NA,NA,NA,53952,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/nicolas-zippelius",NA,NA,NA,54876,NA,NA,NA,11012,"272 - Karlsruhe-Land (Bundestag 2021 - 2025)",30,NA,"constituency",47.8075299,9.6431145
175679,"Zoe Mayer","https://www.abgeordnetenwatch.de/profile/zoe-mayer","Zoe","Mayer","f","1995","5","Bündnis 90/Die Grünen","Masterabschluss im Fach Wirtschaftsingenieurwesen, Doktorin der Ingenieurwissenschaften","Karlsruhe","Fraktionsvorsitzende, Karlsruher Stadtrat","81","80",NA,"Dr.",NA,53951,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/zoe-mayer",NA,NA,NA,54875,410,"Landesliste Baden-Württemberg (Bundestag 2021 - 2025)",12,11011,"271 - Karlsruhe-Stadt (Bundestag 2021 - 2025)",30,NA,"constituency",49.0068705,8.4034195
79246,"Roderich Kiesewetter","https://www.abgeordnetenwatch.de/profile/roderich-kiesewetter","Roderich","Kiesewetter","m","1963","2","CDU","Oberst a.D./ Dipl. Kaufmann ","Aalen","MdB","171","167",NA,NA,NA,53950,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/roderich-kiesewetter",NA,NA,NA,54874,NA,NA,NA,11010,"270 - Aalen - Heidenheim (Bundestag 2021 - 2025)",37,NA,"constituency",48.8362705,10.0931765
28896,"Inge Gräßle","https://www.abgeordnetenwatch.de/profile/inge-graessle","Inge","Gräßle","f","1961","2","CDU","Studium der Romanischen Sprachen, Geschichte und Politikwissenschaft","Schwäbisch Gmünd","Journalistin","15","15",NA,"Dr.",NA,53949,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/inge-graessle",NA,NA,NA,54873,410,"Landesliste Baden-Württemberg (Bundestag 2021 - 2025)",5,11009,"269 - Backnang - Schwäbisch Gmünd (Bundestag 2021 - 2025)",30,NA,"constituency",48.7999036,9.7977584
78939,"Christian von Stetten","https://www.abgeordnetenwatch.de/profile/christian-von-stetten","Christian","von Stetten","m","1970","2","CDU","selbstständiger Kaufmann",NA,"MdB","5",NA,NA,NA,NA,53948,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/christian-von-stetten",NA,NA,NA,54872,NA,NA,NA,11008,"268 - Schwäbisch Hall - Hohenlohe (Bundestag 2021 - 2025)",32,NA,"constituency",NA,NA
79389,"Hermann Färber","https://www.abgeordnetenwatch.de/profile/hermann-faerber","Hermann","Färber","m","1963","2","CDU","Landwirt",NA,"MdB","10","10",NA,NA,NA,53947,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/hermann-faerber",NA,NA,NA,54871,NA,NA,NA,11003,"263 - Göppingen (Bundestag 2021 - 2025)",31,NA,"constituency",NA,NA
79305,"Michael Hennrich","https://www.abgeordnetenwatch.de/profile/michael-hennrich","Michael","Hennrich","m","1965","2","CDU","Rechtsanwalt",NA,"MdB","7","5",NA,NA,NA,53946,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/michael-hennrich",NA,"2023-02-28",NA,54870,NA,NA,NA,11002,"262 - Nürtingen (Bundestag 2021 - 2025)",30,NA,"constituency",NA,NA
79343,"Markus Grübel","https://www.abgeordnetenwatch.de/profile/markus-gruebel","Markus","Grübel","m","1959","2","CDU","Notar","Esslingen a.N.","MdB, Beauftragter der Bundesregierung für weltweite Religionsfreiheit","8","8",NA,NA,NA,53945,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/markus-gruebel",NA,NA,NA,54869,NA,NA,NA,11001,"261 - Esslingen (Bundestag 2021 - 2025)",32,NA,"constituency",48.75975605,9.29320988750857
79102,"Cem Özdemir","https://www.abgeordnetenwatch.de/profile/cem-oezdemir","Cem","Özdemir","m","1965","5","Bündnis 90/Die Grünen","Erzieher, Studium der Sozialpädagogik",NA,"Bundesminister für Ernährung und Landwirtschaft, MdB","244","186",NA,NA,NA,53944,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/cem-oezdemir",NA,NA,NA,54868,410,"Landesliste Baden-Württemberg (Bundestag 2021 - 2025)",2,10998,"258 - Stuttgart I (Bundestag 2021 - 2025)",40,NA,"constituency",NA,NA
78976,"Stephan Stracke","https://www.abgeordnetenwatch.de/profile/stephan-stracke","Stephan","Stracke","m","1974","3","CSU","Jurist",NA,"MdB","19","19",NA,NA,NA,53943,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/stephan-stracke",NA,NA,NA,54867,NA,NA,NA,10997,"257 - Ostallgäu (Bundestag 2021 - 2025)",38,NA,"constituency",NA,NA
133683,"Mechthilde Wittmann","https://www.abgeordnetenwatch.de/profile/mechthilde-wittmann","Mechthilde","Wittmann","f","1967","3","CSU","Bankkauffrau, Studium BWL, Jura und Maschinenbau",NA,"MdL, Rechtsanwältin","14",NA,NA,NA,NA,53942,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/mechthilde-wittmann",NA,NA,NA,54866,411,"Landesliste Bayern (Bundestag 2021 - 2025)",14,10996,"256 - Oberallgäu (Bundestag 2021 - 2025)",29,NA,"constituency",NA,NA
175826,"Alexander Engelhard","https://www.abgeordnetenwatch.de/profile/alexander-engelhard","Alexander","Engelhard","m","1972","3","CSU","Müller, Dipl.-Wirtschaftsingenieur",NA,"MdB","11","8",NA,NA,NA,53941,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/alexander-engelhard",NA,NA,NA,54865,NA,NA,NA,10995,"255 - Neu-Ulm (Bundestag 2021 - 2025)",37,NA,"constituency",NA,NA
79214,"Ulrich Lange","https://www.abgeordnetenwatch.de/profile/ulrich-lange","Ulrich","Lange","m","1969","3","CSU","Rechtsanwalt",NA,"MdB","15","15",NA,NA,NA,53940,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/ulrich-lange",NA,NA,NA,54864,NA,NA,NA,10994,"254 - Donau-Ries (Bundestag 2021 - 2025)",41,NA,"constituency",NA,NA
79404,"Hansjörg Durz","https://www.abgeordnetenwatch.de/profile/hansjoerg-durz","Hansjörg","Durz","m","1971","3","CSU","Dipl. Kaufmann",NA,"MdB","12","12",NA,NA,NA,53939,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/hansjoerg-durz",NA,NA,NA,54863,NA,NA,NA,10993,"253 - Augsburg-Land (Bundestag 2021 - 2025)",40,NA,"constituency",NA,NA
79295,"Alexander Hoffmann","https://www.abgeordnetenwatch.de/profile/alexander-hoffmann","Alexander","Hoffmann","m","1975","3","CSU","Rechtsanwalt",NA,"MdB","12","3",NA,NA,NA,53938,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/alexander-hoffmann",NA,NA,NA,54862,NA,NA,NA,10989,"249 - Main-Spessart (Bundestag 2021 - 2025)",38,NA,"constituency",NA,NA
79192,"Andrea Lindholz","https://www.abgeordnetenwatch.de/profile/andrea-lindholz","Andrea","Lindholz","f","1970","3","CSU","Rechtsanwältin",NA,"MdB","45","45",NA,NA,NA,53937,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/andrea-lindholz",NA,NA,NA,54861,411,"Landesliste Bayern (Bundestag 2021 - 2025)",6,10987,"247 - Aschaffenburg (Bundestag 2021 - 2025)",40,NA,"constituency",NA,NA
175880,"Ralph Edelhäußer","https://www.abgeordnetenwatch.de/profile/ralph-edelhaeusser","Ralph","Edelhäußer","m","1973","3","CSU",NA,NA,"Bürgermeister","7","5",NA,NA,NA,53936,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/ralph-edelhaeusser",NA,NA,NA,54860,NA,NA,NA,10986,"246 - Roth (Bundestag 2021 - 2025)",38,NA,"constituency",NA,NA
79370,"Michael Frieser","https://www.abgeordnetenwatch.de/profile/michael-frieser","Michael","Frieser","m","1964","3","CSU","Rechtswissenschaften","Nürnberg","MdB","13","13",NA,NA,NA,53935,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/michael-frieser",NA,NA,NA,54859,411,"Landesliste Bayern (Bundestag 2021 - 2025)",13,10985,"245 - Nürnberg-Süd (Bundestag 2021 - 2025)",34,NA,"constituency",49.453872,11.077298
145904,"Sebastian Brehm","https://www.abgeordnetenwatch.de/profile/sebastian-brehm","Sebastian","Brehm","m","1971","3","CSU","Dipl. Kaufmann",NA,"MdB, selbstständiger Steuerberater, Mitgesellschafter und Geschäftsführer","14","6",NA,NA,NA,53934,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/sebastian-brehm",NA,NA,NA,54858,411,"Landesliste Bayern (Bundestag 2021 - 2025)",15,10984,"244 - Nürnberg-Nord (Bundestag 2021 - 2025)",28,NA,"constituency",NA,NA
142259,"Tobias Winkler","https://www.abgeordnetenwatch.de/profile/tobias-winkler","Tobias","Winkler","m","1978","3","CSU","Büroleiter des ehemaligen Präsidenten des Europäischen Parlaments; Dipl. sc. pol. Univ.",NA,"Büroleiter im Europäischen Parlament","11",NA,NA,NA,NA,53933,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/tobias-winkler",NA,NA,NA,54857,411,"Landesliste Bayern (Bundestag 2021 - 2025)",35,10983,"243 - Fürth (Bundestag 2021 - 2025)",33,NA,"constituency",NA,NA
79115,"Stefan Müller","https://www.abgeordnetenwatch.de/profile/stefan-mueller-0","Stefan","Müller","m","1975","3","CSU","Bankfachwirt",NA,"MdB, Parlamentsgeschäftsführer im Bundestag","18","15",NA,NA,NA,53932,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/stefan-mueller-0",NA,"2024-05-31","Stefan Müller ist am 31.05.2024 ausgeschieden.",54856,411,"Landesliste Bayern (Bundestag 2021 - 2025)",9,10982,"242 - Erlangen (Bundestag 2021 - 2025)",35,NA,"constituency",NA,NA
78810,"Artur Auernhammer","https://www.abgeordnetenwatch.de/profile/artur-auernhammer","Artur","Auernhammer","m","1963","3","CSU","Landwirtschaftsmeister",NA,"MdB, Landwirt","27","23",NA,NA,NA,53931,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/artur-auernhammer",NA,NA,NA,54855,NA,NA,NA,10981,"241 - Ansbach (Bundestag 2021 - 2025)",38,NA,"constituency",NA,NA
78904,"Emmi Zeulner","https://www.abgeordnetenwatch.de/profile/emmi-zeulner","Emmi","Zeulner","f","1987","3","CSU","Examinierte Gesundheits- und Krankenpflegerin",NA,"MdB","12","12",NA,NA,NA,53930,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/emmi-zeulner",NA,NA,NA,54854,411,"Landesliste Bayern (Bundestag 2021 - 2025)",10,10980,"240 - Kulmbach (Bundestag 2021 - 2025)",47,NA,"constituency",NA,NA
79369,"Hans-Peter Friedrich","https://www.abgeordnetenwatch.de/profile/hans-peter-friedrich","Hans-Peter","Friedrich","m","1957","3","CSU","Studium der Rechtswissenschaften",NA,"MdB","15","3",NA,NA,NA,53929,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/hans-peter-friedrich",NA,NA,NA,54853,411,"Landesliste Bayern (Bundestag 2021 - 2025)",5,10979,"239 - Hof (Bundestag 2021 - 2025)",41,NA,"constituency",NA,NA
78812,"Silke Launert","https://www.abgeordnetenwatch.de/profile/silke-launert","Silke","Launert","f","1976","3","CSU","Juristin",NA,"MdB","22","22",NA,"Dr.",NA,53928,"Bundestag 2021 - 2025","https://www.abgeordnetenwatch.de/profile/silke-launert",NA,NA,NA,54852,411,"Landesliste Bayern (Bundestag 2021 - 2025)",16,10977,"237 - Bayreuth (Bundestag 2021 - 2025)",42,NA,"constituency",NA,NA
