"poll.id","Title","Result","Ausschuss1","Ausschuss2","Ausschuss3","Label1","Label2","Label3"
5230,"Änderung des Straßenverkehrsgesetzes",TRUE,NA,NA,NA,"Verkehr",NA,NA
5217,"Fortsetzung des Bundeswehreinsatzes im Irak",TRUE,"Auswärtiger Ausschuss","Haushaltsausschuss",NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
5190,"Ablehnung des Elf-Punkte-Plans zum Schutz der Grenzen (Beschlussempfehlung)",TRUE,"Ausschuss für Inneres und Heimat",NA,NA,"Migration und Aufenthaltsrecht",NA,NA
5182,"Umsatzsteuergesetz",FALSE,"Finanzausschuss",NA,NA,"Öffentliche Finanzen, Steuern und Abgaben",NA,NA
5181,"Änderungsantrag zum Energieeffizienzgesetz ",FALSE,"Ausschuss für Klimaschutz und Energie",NA,NA,"Energie",NA,NA
5180,"Rücktritt von Bundesinnenministerin Nancy Faeser",FALSE,NA,NA,NA,"Bundestag",NA,NA
5162,"Gebäudeenergiegesetz",TRUE,"Ausschuss für Klimaschutz und Energie",NA,NA,"Energie","Umwelt",NA
5096,"Ausbau der LNG-Gas-Infrastruktur",TRUE,"Ausschuss für Klimaschutz und Energie",NA,NA,"Energie",NA,NA
5100,"Bundeswehreinsatz in Mali (MINUSMA) beenden",FALSE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
5099,"Suizidprävention stärken",TRUE,NA,NA,NA,"Gesellschaftspolitik, soziale Gruppen","Gesundheit","Recht"
5098,"Suizidhilfegesetz",FALSE,NA,NA,NA,"Gesellschaftspolitik, soziale Gruppen","Gesundheit","Recht"
5091,"Förderung der geschäftsmäßigen Sterbehilfe grundsätzlich verbieten",FALSE,NA,NA,NA,"Gesellschaftspolitik, soziale Gruppen","Gesundheit","Recht"
5069,"Keine rückwirkende Besteuerung der Energiepreispauschale",FALSE,"Ausschuss für Klimaschutz und Energie",NA,NA,"Energie","Soziale Sicherung",NA
5064,"Verlängerung des Bundeswehreinsatzes vor der libanesischen Küste (UNIFIL)",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
5063,"Beteiligung der Bundeswehr an der EU-geführten Sicherheitsoperation in Bosnien und Herzegowina (EUFOR ALTHEA)",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
5061,"Fachkräfteeinwanderung",TRUE,"Ausschuss für Inneres und Heimat",NA,NA,"Arbeit und Beschäftigung","Migration und Aufenthaltsrecht",NA
5059,"Grenzüberschreitendes Entsenderecht im Straßenverkehr ",TRUE,"Ausschuss für Arbeit und Soziales",NA,NA,"Arbeit und Beschäftigung","Europapolitik und Europäische Union",NA
5058,"2-Prozent-Hürde zur Europawahl",TRUE,"Ausschuss für die Angelegenheiten der Europäischen Union",NA,NA,"Europapolitik und Europäische Union",NA,NA
5057,"LINKEN-Antrag ablehnen: Europäische Asylrechtsreform durchsetzen",TRUE,"Ausschuss für Inneres und Heimat",NA,NA,"Außenpolitik und internationale Beziehungen","Migration und Aufenthaltsrecht","Europapolitik und Europäische Union"
5043,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR)",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
5044,"Letztmalige Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA)",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
5047,"Pflegereform",TRUE,"Gesundheitsausschuss",NA,NA,"Gesundheit",NA,NA
5033,"Stärkung und Reform der Weltgesundheitsorganisation",TRUE,NA,NA,NA,"Gesundheit",NA,NA
5032,"Keine sofortige Einleitung der Rückführungsoffensive ",TRUE,"Ausschuss für Inneres und Heimat",NA,NA,"Außenpolitik und internationale Beziehungen","Migration und Aufenthaltsrecht",NA
5031,"Einführung von bundesweiten Volksentscheiden",FALSE,NA,NA,NA,"Bundestag","Politisches Leben, Parteien",NA
5030,"Einsetzung des Bürgerrats ""Ernährung im Wandel""",TRUE,NA,NA,NA,"Landwirtschaft und Ernährung","Politisches Leben, Parteien",NA
5007,"Beteiligung der Bundeswehr in Niger (EUMPM Niger)",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
5011,"Neuregelung der deutschen Asyl- und Flüchtlingspolitik",FALSE,NA,NA,NA,"Migration und Aufenthaltsrecht",NA,NA
5006,"Keine Bejagung von Wölfen",TRUE,"Ausschuss für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",NA,NA,"Landwirtschaft und Ernährung","Umwelt",NA
4999,"Bundeswehreinsatz im Mittelmeer verlängern (EUNAVFOR MED IRINI)",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
5005,"Bewaffneter Streitkräfteeinsatz im Sudan",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Entwicklungspolitik","Humanitäre Hilfe"
4992,"Änderung des Energiesicherungsgesetzes",TRUE,"Ausschuss für Klimaschutz und Energie",NA,NA,"Energie",NA,NA
4991,"Untersuchungsausschuss ""Bekämpfung des Corona-Virus"" nicht einsetzen",TRUE,"Ausschuss für Wahlprüfung, Immunität und Geschäftsordnung",NA,NA,"Gesundheit","Bundestag",NA
4967,"Laufzeitverlängerung der Kernkraftwerke ",FALSE,NA,NA,NA,"Energie",NA,NA
4965,"Verlängerung des Bundeswehreinsatzes in Südsudan (UNMISS)",TRUE,"Auswärtiger Ausschuss","Haushaltsausschuss",NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
4961,"Verlängerung des Bundeswehreinsatzes SEA GUARDIAN im Mittelmeer",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
4936,"Wahlrechtsreform zur Verkleinerung des Bundestages ",TRUE,"Ausschuss für Inneres und Heimat",NA,NA,"Bundestag","Politisches Leben, Parteien",NA
4890,"Einführung einer Strompreisbremse",TRUE,"Ausschuss für Klimaschutz und Energie",NA,NA,"Energie","Öffentliche Finanzen, Steuern und Abgaben",NA
4889,"Preisbremsen für leitungsgebundenes Erdgas und Wärme",TRUE,"Ausschuss für Klimaschutz und Energie",NA,NA,"Energie","Öffentliche Finanzen, Steuern und Abgaben",NA
4876,"Chancen-Aufenthaltsrecht",TRUE,"Ausschuss für Inneres und Heimat",NA,NA,"Migration und Aufenthaltsrecht",NA,NA
4877,"Jahressteuergesetz 2022",TRUE,"Finanzausschuss",NA,NA,"Öffentliche Finanzen, Steuern und Abgaben","Staat und Verwaltung",NA
4871,"Vor­gezogener Braunkohle­ausstieg im Rheinischen Revier",TRUE,"Ausschuss für Klimaschutz und Energie",NA,NA,"Energie","Umwelt",NA
4866,"Digitale Verkündung von Bundesgesetzen und Verordnungen",TRUE,"Rechtsausschuss","Ausschuss für Inneres und Heimat",NA,"Gesellschaftspolitik, soziale Gruppen","Medien, Kommunikation und Informationstechnik",NA
4872,"Ratifizierung des CETA-Abkommens",TRUE,"Wirtschaftsausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Außenwirtschaft",NA
4862,"Der Bundeshaushalt 2023",TRUE,"Haushaltsausschuss",NA,NA,"Öffentliche Finanzen, Steuern und Abgaben","Haushalt",NA
4864,"Einigungsvorschlag zum Bürgergeld-Gesetz",TRUE,"Ausschuss für Arbeit und Soziales",NA,NA,"Arbeit und Beschäftigung","Gesellschaftspolitik, soziale Gruppen","Finanzen"
4861,"Änderung des Energiesicherungsgesetzes",TRUE,"Ausschuss für Klimaschutz und Energie",NA,NA,"Energie",NA,NA
4863,"Etat des Bundeskanzlers und des Bundeskanzleramtes 2023",TRUE,"Haushaltsausschuss",NA,NA,NA,NA,NA
4833,"Einführung eines ERP Sondervermögens für 2023",FALSE,"Wirtschaftsausschuss",NA,NA,"Öffentliche Finanzen, Steuern und Abgaben",NA,NA
4828,"Weiterbetrieb deutscher Atomkraftwerke bis zum 15. April 2023",TRUE,"Ausschuss für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",NA,NA,"Energie","Umwelt",NA
4832,"Änderung des Infektionsschutzgesetzes (Triage-Entscheidungen)",TRUE,"Gesundheitsausschuss",NA,NA,"Gesundheit",NA,NA
4827,"Wahlwiederholung der Bundestagswahl in 431 Berliner Wahlbezirken",TRUE,"Ausschuss für Wahlprüfung, Immunität und Geschäftsordnung",NA,NA,"Bundestag","Staat und Verwaltung",NA
4830,"Vermögensabgabe für Milliardär:innen und Multimillionär:innen (Antrag)",FALSE,NA,NA,NA,"Öffentliche Finanzen, Steuern und Abgaben",NA,NA
4831,"Inflationsausgleichsgesetz",TRUE,"Finanzausschuss","Haushaltsausschuss",NA,"Gesellschaftspolitik, soziale Gruppen","Öffentliche Finanzen, Steuern und Abgaben",NA
4826,"Einführung des Bürgergeldes",TRUE,"Haushaltsausschuss",NA,NA,"Arbeit und Beschäftigung","Gesellschaftspolitik, soziale Gruppen",NA
4805,"Entschließungsantrag DIE LINKE: Finanz­reform der gesetzlichen Krankenversicherung",FALSE,"Gesundheitsausschuss","Haushaltsausschuss",NA,"Gesundheit","Öffentliche Finanzen, Steuern und Abgaben",NA
4804,"Verlängerung des Bundeswehreinsatzes im Irak (2023)",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
4803,"Abwehrschirm gegen gestiegene Strom- und Gaspreise",TRUE,NA,NA,NA,"Energie","Öffentliche Finanzen, Steuern und Abgaben",NA
4808,"Änderung des Bundeszentralregistergesetzes",TRUE,"Rechtsausschuss",NA,NA,NA,NA,NA
4798,"Verbot von Strom- und Gassperren",TRUE,"Ausschuss für Klimaschutz und Energie","Rechtsausschuss","Wirtschaftsausschuss","Energie",NA,NA
4776,"Wiedereinsetzung des Stabilitäts- und Wachstumspaktes auf EU-Ebene",FALSE,NA,NA,NA,"Europapolitik und Europäische Union","Öffentliche Finanzen, Steuern und Abgaben",NA
4773,"Beschlussempfehlung gegen Entschließungsantrag zu Waffenlieferungen an die Ukraine",TRUE,"Wirtschaftsausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
4767,"Weiterbetrieb von Kernkraftwerken (Änderungsantrag)",FALSE,"Ausschuss für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",NA,NA,"Energie","Umwelt",NA
4770,"Aufhebung der Gaspreisanpassungsverordnung (Entschließungsantrag)",FALSE,"Finanzausschuss",NA,NA,"Europapolitik und Europäische Union","Öffentliche Finanzen, Steuern und Abgaben",NA
4768,"Entschließungsantrag gegen Abschöpfung von Krisengewinnen",TRUE,"Finanzausschuss",NA,NA,"Öffentliche Finanzen, Steuern und Abgaben","Wirtschaft",NA
4719,"Stärkung des Schutzes der Bevölkerung vor COVID-19",TRUE,"Gesundheitsausschuss",NA,NA,"Gesundheit","Wissenschaft, Forschung und Technologie",NA
4674,"Beschleunigter Ausbau erneuerbarer Energien (Beschlussempfehlung)",TRUE,"Ausschuss für Klimaschutz und Energie",NA,NA,"Energie","Umwelt",NA
4673,"Änderung des Windenergie-auf-See-Gesetzes",TRUE,"Ausschuss für Klimaschutz und Energie",NA,NA,"Energie","Umwelt",NA
4668,"Ausbau von Windenergieanlagen an Land erhöhen und beschleunigen",TRUE,"Ausschuss für Klimaschutz und Energie",NA,NA,"Energie","Umwelt",NA
4667,"Bereithaltung von Ersatzkraftwerken (Änderungsantrag CDU/CSU-Fraktion)",FALSE,"Ausschuss für Klimaschutz und Energie",NA,NA,"Energie","Umwelt",NA
4666,"Änderung des Bundesnaturschutzgesetzes",TRUE,"Ausschuss für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",NA,NA,"Energie","Umwelt",NA
4657,"Beteiligung der Bundeswehr an der EU-geführten Sicherheitsoperation in Bosnien und Herzegowina (EUFOR ALTHEA)",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
4655,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR 2022/2023)",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
4661,"Bundeswehrbeschaffungsbeschleunigungsgesetz (Entschließungsantrag CDU/CSU-Fraktion)",FALSE,"Wirtschaftsausschuss",NA,NA,"Verteidigung",NA,NA
4663,"Schnellerer Ausbau erneuerbarer Energien",TRUE,"Ausschuss für Klimaschutz und Energie",NA,NA,"Energie",NA,NA
4649,"Beteiligung deutscher Streitkräfte an UNIFIL",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
4643,"AfD-Antrag zum ""Sondervermögen Bundeswehr""",FALSE,"Haushaltsausschuss",NA,NA,"Öffentliche Finanzen, Steuern und Abgaben","Verteidigung",NA
4646,"Sondervermögen Bundeswehr",TRUE,NA,NA,NA,"Verteidigung",NA,NA
4614,"Schuldentilgung der Haushaltsjahre 2020-2022",TRUE,NA,NA,NA,"Haushalt",NA,NA
4645,"Grundgesetzänderung (Artikel 87a)",TRUE,"Haushaltsausschuss",NA,NA,"Staat und Verwaltung","Verteidigung",NA
4613," Bundeshaushaltsplan für das Haushaltsjahr 2022 (Haushaltsgesetz)",TRUE,"Haushaltsausschuss",NA,NA,"Öffentliche Finanzen, Steuern und Abgaben","Wirtschaft",NA
4637,"Anhebung des Mindestlohns für Minijobs ",TRUE,"Ausschuss für Arbeit und Soziales",NA,NA,"Arbeit und Beschäftigung","Öffentliche Finanzen, Steuern und Abgaben",NA
4612,"Etat des Bundeskanzlers und des Bundeskanzleramtes 2022",TRUE,"Haushaltsausschuss",NA,NA,"Haushalt",NA,NA
4594,"CDU/CSU-Antrag: Förderung der energie­effizienten Gebäude­sanierung ",FALSE,"Ausschuss für Klimaschutz und Energie","Haushaltsausschuss",NA,"Energie",NA,NA
4593,"Fortsetzung des Bundeswehreinsatzes im Sahel mit Schwerpunkt Niger (EUTM Mali 2022/2023)",TRUE,"Auswärtiger Ausschuss","Verteidigungsausschuss","Haushaltsausschuss","Außenpolitik und internationale Beziehungen","Verteidigung",NA
4592,"Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA 2022/2023)",TRUE,"Auswärtiger Ausschuss","Haushaltsausschuss",NA,"Verteidigung",NA,NA
4595,"CDU/CSU-Antrag: Sicherung der Nahrungsmittelversorgung der Ukraine",FALSE,"Ausschuss für Ernährung und Landwirtschaft",NA,NA,"Außenpolitik und internationale Beziehungen","Landwirtschaft und Ernährung",NA
4596,"AfD-Antrag: Einrichtungsbezogene Impfpflicht abschaffen",FALSE,NA,NA,NA,"Gesundheit",NA,NA
4568,"Verlängerung des Bundeswehreinsatzes im Mittelmeer (Operation EUNAVFOR MED IRINI)",TRUE,"Auswärtiger Ausschuss","Haushaltsausschuss",NA,"Verteidigung",NA,NA
4570,"Umfassende Unterstützung für die Ukraine ",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Humanitäre Hilfe","Verteidigung"
4542,"AfD-Antrag: Keine Impfpflicht gegen COVID-19",FALSE,NA,NA,NA,"Gesundheit",NA,NA
4541,"Impfbereitschaft ohne allgemeine Impfpflicht erhöhen",FALSE,NA,NA,NA,"Gesundheit",NA,NA
4540,"CDU/CSU-Antrag: Impfvorsorgegesetz",FALSE,NA,NA,NA,"Gesundheit",NA,NA
4539,"Impfpflicht ab 60",FALSE,"Gesundheitsausschuss",NA,NA,"Gesundheit",NA,NA
4517,"Verlängerung der Bundeswehrbeteiligung an NATO-Operation SEA GUARDIAN im Mittelmeer (2022/23)",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
4516,"Verlängerung des Bundeswehreinsatzes im Südsudan (UNMISS 2022/23)",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
4515,"Änderung des Infektionsschutzgesetzes (Ende weitreichender Corona-Maßnahmen)",TRUE,NA,NA,NA,"Gesundheit","Recht",NA
4514,"CDU/CSU-Antrag: Sicherung einer bezahlbaren und souveränen Energieversorgung",FALSE,NA,NA,NA,"Energie","Öffentliche Finanzen, Steuern und Abgaben",NA
4447,"Fortsetzung des Einsatzes der Bundeswehr im Irak",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
4446,"Zweiter Nachtrag zum Bundeshaushalt 2021",TRUE,"Haushaltsausschuss",NA,NA,"Öffentliche Finanzen, Steuern und Abgaben","Haushalt",NA
4449,"Ausnahme von der „Schuldenbremse“",TRUE,"Haushaltsausschuss",NA,NA,"Öffentliche Finanzen, Steuern und Abgaben","Haushalt",NA
4388,"DIE LINKE-Antrag: Prämie für Beschäftigte im Gesundheits- und Pflegesystem",FALSE,NA,NA,NA,"Arbeit und Beschäftigung","Gesundheit",NA
4386,"Impfpflicht für bestimmte Berufsgruppen und weitere Änderungen im Infektionsschutzgesetz",TRUE,"Hauptausschuss",NA,NA,"Gesundheit",NA,NA
4370,"Änderung des Infektionsschutzgesetzes (Ende der epidemischen Lage)",TRUE,"Hauptausschuss",NA,NA,"Gesundheit",NA,NA
4372,"CDU/CSU-Antrag: Verlängerung der epidemischen Lage nationaler Tragweite",FALSE,NA,NA,NA,"Gesundheit","Recht",NA
