"id","label.x","abgeordnetenwatch_url","first_name","last_name","sex","year_of_birth","party.id","party.label","education","residence","occupation","statistic_questions","statistic_questions_answered","field_title","party_past","birth_name","id.mandat","parliament_period_label","politician_abgeordnetenwatch_url","start_date","end_date","info","electoral_data_id","electoral_data_electoral_list.id","electoral_data_electoral_list.label","electoral_data_list_position","electoral_data_constituency.id","electoral_data_constituency.label","electoral_data_constituency_result","electoral_data_constituency_result_count","electoral_data_mandate_won","latitude","longitude"
78830,"Carsten Sieling","https://www.abgeordnetenwatch.de/profile/carsten-sieling","Carsten","Sieling","m",1959,1,"SPD","Dipl. Ökonom","Bremen","MdBB",4,NA,NA,NA,NA,45212,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/carsten-sieling",NA,NA,NA,45212,60,"Landesliste Bremen (Bundestag 2009-2013)",3,1553,"55 - Bremen I (Bundestag 2009-2013)",33.7,NA,NA,53.0758196,8.8071646
79190,"Ingbert Liebing","https://www.abgeordnetenwatch.de/profile/ingbert-liebing","Ingbert","Liebing","m",1963,2,"CDU","Magister Politische Wissenschaften, Literaturwissenschaften und Orientalistik",NA,"Bürgermeister a.D., MdB",NA,NA,NA,NA,NA,44905,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/ingbert-liebing",NA,NA,NA,44905,69,"Landesliste Schleswig-Holstein (Bundestag 2009-2013)",7,1704,"2 - Nordfriesland - Dithmarschen Nord (Bundestag 2009-2013)",43.1,NA,NA,54.5887662,9.0726687613298
79256,"Ulrich Kelber","https://www.abgeordnetenwatch.de/profile/ulrich-kelber","Ulrich","Kelber","m",1968,1,"SPD","Diplom-Informatiker",NA,"MdB",NA,NA,NA,NA,NA,44769,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/ulrich-kelber",NA,NA,NA,44769,64,"Landesliste Nordrhein-Westfalen (Bundestag 2009-2013)",16,264,"97 - Bonn (Bundestag 2009-2013)",33.3,NA,NA,50.735851,7.10066
78862,"Stephan Harbarth","https://www.abgeordnetenwatch.de/profile/stephan-harbarth","Stephan","Harbarth","m",1971,2,"CDU",NA,NA,"Rechtsanwalt",NA,NA,NA,NA,NA,44765,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/stephan-harbarth",NA,NA,NA,44765,56,"Landesliste Baden-Württemberg (Bundestag 2009-2013)",2,1736,"277 - Rhein-Neckar (Bundestag 2009-2013)",42.3,NA,NA,49.35228615,8.80149778588387
79025,"Gerhard Schick","https://www.abgeordnetenwatch.de/profile/gerhard-schick","Gerhard","Schick","m",1972,5,"Bündnis 90/Die Grünen","Volkswirt",NA,"MdB",NA,NA,NA,NA,NA,44598,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/gerhard-schick",NA,NA,NA,44598,56,"Landesliste Baden-Württemberg (Bundestag 2009-2013)",4,1677,"275 - Mannheim (Bundestag 2009-2013)",12.6,NA,NA,49.4892913,8.4673098
79003,"Ewald Schurer","https://www.abgeordnetenwatch.de/profile/ewald-schurer","Ewald","Schurer","m",1954,1,"SPD","Dipl. Betriebswirt (FH)",NA,"MdB, Ausschuss für Arbeit und Soziales & Haushaltsausschuss",NA,NA,NA,NA,NA,44591,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/ewald-schurer",NA,NA,NA,44591,57,"Landesliste Bayern (Bundestag 2009-2013)",9,1586,"214 - Erding - Ebersberg (Bundestag 2009-2013)",17.6,NA,NA,48.19293645,11.9471637849549
79060,"Carola Reimann","https://www.abgeordnetenwatch.de/profile/carola-reimann","Carola","Reimann","f",1967,1,"SPD","Biotechnologin",NA,"Mitglied des Bundestages",NA,NA,NA,NA,NA,44575,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/carola-reimann",NA,NA,NA,44575,63,"Landesliste Niedersachsen (Bundestag 2009-2013)",17,1552,"51 - Braunschweig (Bundestag 2009-2013)",38.7,NA,NA,52.2646577,10.5236066
119922,"Ewa Klamt","https://www.abgeordnetenwatch.de/profile/ewa-klamt","Ewa","Klamt","f",1950,2,"CDU","Fremdsprachendozentin",NA,"MdEP",NA,NA,NA,NA,NA,44398,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/ewa-klamt","2010-04-29",NA,NA,44398,63,"Landesliste Niedersachsen (Bundestag 2009-2013)",15,269,"46 - Gifhorn - Peine (Bundestag 2009-2013)",37,NA,"list",52.5044918,10.4848413619047
79460,"Dirk Becker","https://www.abgeordnetenwatch.de/profile/dirk-becker","Dirk","Becker","m",1966,1,"SPD","abgeschlossene Ausbildung im mittleren Verwaltungsdienst, Diplomverwaltungswirt (FH)",NA,"MdL",NA,NA,NA,NA,NA,44395,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/dirk-becker",NA,NA,NA,44395,64,"Landesliste Nordrhein-Westfalen (Bundestag 2009-2013)",33,1667,"136 - Lippe I (Bundestag 2009-2013)",40.2,NA,NA,52.0465305,8.91756184805122
79395,"Elke Ferner","https://www.abgeordnetenwatch.de/profile/elke-ferner","Elke","Ferner","f",1958,1,"SPD","Programmiererin",NA,NA,NA,NA,NA,NA,NA,44392,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/elke-ferner",NA,NA,NA,44392,66,"Landesliste Saarland (Bundestag 2009-2013)",1,285,"296 - Saarbrücken (Bundestag 2009-2013)",30.4,NA,NA,49.234362,6.996379
79374,"Klaus-Peter Flosbach","https://www.abgeordnetenwatch.de/profile/klaus-peter-flosbach","Klaus-Peter","Flosbach","m",1952,2,"CDU","Diplom-Kaufmann, selbständiger Wirtschaftsberater",NA,"MdB",NA,NA,NA,NA,NA,44389,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/klaus-peter-flosbach",NA,NA,NA,44389,64,"Landesliste Nordrhein-Westfalen (Bundestag 2009-2013)",34,1709,"100 - Oberbergischer Kreis (Bundestag 2009-2013)",48.4,NA,NA,51.03461315,7.52435320757235
79323,"Michael Hartmann","https://www.abgeordnetenwatch.de/profile/michael-hartmann","Michael","Hartmann","m",NA,1,"SPD","Studium der Politikwissenschaft, Soziologie und deutschen Volkskunde",NA,"MdB",NA,NA,NA,NA,NA,44386,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/michael-hartmann",NA,NA,NA,44386,65,"Landesliste Rheinland-Pfalz (Bundestag 2009-2013)",2,1676,"206 - Mainz (Bundestag 2009-2013)",30.6,NA,NA,50.0012314,8.2762513
78954,"Hans-Peter Uhl","https://www.abgeordnetenwatch.de/profile/hans-peter-uhl","Hans-Peter","Uhl","m",1944,3,"CSU","Jurist",NA,NA,NA,NA,NA,NA,NA,44381,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/hans-peter-uhl",NA,NA,NA,44381,57,"Landesliste Bayern (Bundestag 2009-2013)",19,280,"221 - München-West/Mitte (Bundestag 2009-2013)",36.7,NA,NA,48.1689761,11.4294872968415
120738,"Werner Schieder","https://www.abgeordnetenwatch.de/profile/werner-schieder","Werner","Schieder","m",NA,1,"SPD",NA,NA,NA,NA,NA,NA,NA,NA,44379,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/werner-schieder",NA,NA,NA,44379,57,"Landesliste Bayern (Bundestag 2009-2013)",15,1789,"235 - Weiden (Bundestag 2009-2013)",19.9,NA,NA,46.0634632,13.2358377
120279,"Manfred Nink","https://www.abgeordnetenwatch.de/profile/manfred-nink","Manfred","Nink","m",1950,1,"SPD","Ausbildung and der Fachschule für Technik",NA,"MdL, technischer Beamter in der Bundeswehrverwaltung",NA,NA,NA,NA,NA,44378,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/manfred-nink",NA,NA,NA,44378,65,"Landesliste Rheinland-Pfalz (Bundestag 2009-2013)",7,1777,"204 - Trier (Bundestag 2009-2013)",25.9,NA,NA,49.7596208,6.6441878
119455,"Ute Granold","https://www.abgeordnetenwatch.de/profile/ute-granold","Ute","Granold","f",1955,2,"CDU","Rechtsanwältin",NA,"MdB, selbst. Rechtsanwältin",NA,NA,NA,NA,NA,44377,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/ute-granold",NA,NA,NA,44377,65,"Landesliste Rheinland-Pfalz (Bundestag 2009-2013)",9,1676,"206 - Mainz (Bundestag 2009-2013)",36.3,NA,NA,50.0012314,8.2762513
118701,"Heinz Paula","https://www.abgeordnetenwatch.de/profile/heinz-paula","Heinz","Paula","m",1951,1,"SPD","Lehrer",NA,"MdB",NA,NA,NA,NA,NA,44375,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/heinz-paula",NA,NA,NA,44375,57,"Landesliste Bayern (Bundestag 2009-2013)",7,1521,"252 - Augsburg-Stadt (Bundestag 2009-2013)",19.6,NA,NA,48.34336385,10.8951546142485
118689,"Heiner Kamp","https://www.abgeordnetenwatch.de/profile/heiner-kamp","Heiner","Kamp","m",1964,4,"FDP","Diplom-Kaufmann",NA,"selbst. Unternehmensberater",NA,NA,NA,NA,NA,44373,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/heiner-kamp",NA,NA,NA,44373,64,"Landesliste Nordrhein-Westfalen (Bundestag 2009-2013)",19,1616,"132 - Gütersloh (Bundestag 2009-2013)",9.1,NA,NA,51.9063997,8.3782078
118124,"Angelika Graf","https://www.abgeordnetenwatch.de/profile/angelika-graf","Angelika","Graf","f",1947,1,"SPD","Pädagogische Mitarbeiterin, Programmiererin",NA,"MdB",NA,NA,NA,NA,NA,44372,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/angelika-graf",NA,NA,NA,44372,57,"Landesliste Bayern (Bundestag 2009-2013)",8,283,"223 - Rosenheim (Bundestag 2009-2013)",14.4,NA,NA,47.8539273,12.127262
85087,"Annette Schavan","https://www.abgeordnetenwatch.de/profile/annette-schavan","Annette","Schavan","f",1955,2,"CDU","Studium katholische Theologie, Philosophie und Erziehungswissenschaft",NA,NA,NA,NA,NA,NA,NA,44369,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/annette-schavan",NA,NA,NA,44369,56,"Landesliste Baden-Württemberg (Bundestag 2009-2013)",2,1780,"291 - Ulm (Bundestag 2009-2013)",42.8,NA,NA,48.3984635,9.9910194
79478,"Gabriele Groneberg","https://www.abgeordnetenwatch.de/profile/gabriele-groneberg","Gabriele","Groneberg","f",1955,1,"SPD","Fremdsprachensekretärin, MdB",NA,NA,NA,NA,NA,NA,NA,44366,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/gabriele-groneberg","2012-06-26",NA,NA,44366,63,"Landesliste Niedersachsen (Bundestag 2009-2013)",9,1561,"33 - Cloppenburg - Vechta (Bundestag 2009-2013)",NA,NA,"list",52.80954815,8.08254061331261
79473,"Rainer Arnold","https://www.abgeordnetenwatch.de/profile/rainer-arnold","Rainer","Arnold","m",1950,1,"SPD","Lehre als Fernmeldemonteur, Kontaktstudium Erwachsenenbildung",NA,"MdL, Verteidigungspolitischer Sprecher der SPD-Bundestagsfraktion",NA,NA,NA,NA,NA,44363,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/rainer-arnold",NA,NA,NA,44363,56,"Landesliste Baden-Württemberg (Bundestag 2009-2013)",10,1707,"262 - Nürtingen (Bundestag 2009-2013)",24.2,NA,NA,48.6265854,9.3365463
79438,"Maria Böhmer","https://www.abgeordnetenwatch.de/profile/maria-boehmer","Maria","Böhmer","f",1950,2,"CDU","Professorin",NA,NA,NA,NA,NA,NA,NA,44360,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/maria-boehmer",NA,NA,NA,44360,65,"Landesliste Rheinland-Pfalz (Bundestag 2009-2013)",2,1672,"208 - Ludwigshafen/Frankenthal (Bundestag 2009-2013)",38.4,NA,NA,49.4968983,8.35847848010942
79188,"Gabriele Lösekrug-Möller","https://www.abgeordnetenwatch.de/profile/gabriele-loesekrug-moeller","Gabriele","Lösekrug-Möller","f",1951,1,"SPD","Sozialpädagogin",NA,NA,NA,NA,NA,NA,NA,44357,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/gabriele-loesekrug-moeller",NA,NA,NA,44357,63,"Landesliste Niedersachsen (Bundestag 2009-2013)",6,1624,"47 - Hameln-Pyrmont - Holzminden (Bundestag 2009-2013)",39.6,NA,NA,51.9600434,9.48021704932641
79007,"Bernhard Schulte-Drüggelte","https://www.abgeordnetenwatch.de/profile/bernhard-schulte-drueggelte","Bernhard","Schulte-Drüggelte","m",1951,2,"CDU","Diplomagraringenieur",NA,NA,NA,NA,NA,NA,NA,44354,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/bernhard-schulte-drueggelte",NA,NA,NA,44354,64,"Landesliste Nordrhein-Westfalen (Bundestag 2009-2013)",17,1760,"147 - Soest (Bundestag 2009-2013)",45.8,NA,NA,51.5725501,8.1061259
78983,"Erika Steinbach","https://www.abgeordnetenwatch.de/profile/erika-steinbach","Erika","Steinbach","f",NA,2,"CDU",NA,NA,NA,NA,NA,NA,NA,NA,44351,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/erika-steinbach",NA,NA,NA,44351,61,"Landesliste Hessen (Bundestag 2009-2013)",3,1597,"183 - Frankfurt am Main II (Bundestag 2009-2013)",35.8,NA,NA,50.1106444,8.6820917
78872,"Josef Göppel","https://www.abgeordnetenwatch.de/profile/josef-goeppel","Josef","Göppel","m",1950,3,"CSU","Diplomforstingenieur (FH)",NA,"MdB",NA,NA,NA,NA,NA,44348,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/josef-goeppel",NA,NA,NA,44348,57,"Landesliste Bayern (Bundestag 2009-2013)",3,259,"241 - Ansbach (Bundestag 2009-2013)",47.4,NA,NA,49.3028611,10.5722288
119542,"Edmund Geisen","https://www.abgeordnetenwatch.de/profile/edmund-geisen","Edmund","Geisen","m",1949,4,"FDP","Dipl.-Ing. (Universität Bonn)",NA,"MdL, Referent für Landwirtschaft an der  Aufsichts- und Dienstleistungsdirektion (ADD)",NA,NA,NA,NA,NA,44346,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/edmund-geisen",NA,NA,NA,44346,65,"Landesliste Rheinland-Pfalz (Bundestag 2009-2013)",4,1543,"203 - Bitburg (Bundestag 2009-2013)",13.9,NA,NA,49.9732762,6.524947
119456,"Ute Kumpf","https://www.abgeordnetenwatch.de/profile/ute-kumpf","Ute","Kumpf","f",1947,1,"SPD","Dipl. rer. pol. Volkswirtin, Gewerkschaftssekretärin",NA,"MdB, Parlamentarische Geschäftsführerin der SPD- Bundestagsfraktion",NA,NA,NA,NA,NA,44344,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/ute-kumpf",NA,NA,NA,44344,56,"Landesliste Baden-Württemberg (Bundestag 2009-2013)",7,1773,"259 - Stuttgart II (Bundestag 2009-2013)",26.3,NA,NA,48.81068275,9.17006042769583
119452,"Uta Zapf","https://www.abgeordnetenwatch.de/profile/uta-zapf","Uta","Zapf","f",1941,1,"SPD","Studium der Germanistik und Anglistik",NA,"MdB",NA,NA,NA,NA,NA,44342,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/uta-zapf",NA,NA,NA,44342,61,"Landesliste Hessen (Bundestag 2009-2013)",8,1714,"185 - Offenbach (Bundestag 2009-2013)",28.8,NA,NA,50.1055002,8.7610698
119448,"Ursula Heinen-Esser","https://www.abgeordnetenwatch.de/profile/ursula-heinen-esser","Ursula","Heinen-Esser","f",1965,2,"CDU","Dipl. Volkswirtin","Köln","Ministerin für Umwelt, Landwirtschaft, Natur- und Verbraucherschutz des Landes Nordrhein-Westfalen",1,NA,NA,NA,NA,44339,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/ursula-heinen-esser",NA,NA,NA,44339,64,"Landesliste Nordrhein-Westfalen (Bundestag 2009-2013)",3,1652,"94 - Köln I (Bundestag 2009-2013)",33.61,NA,NA,50.938361,6.959974
119421,"Ulla Lötzer","https://www.abgeordnetenwatch.de/profile/ulla-loetzer","Ulla","Lötzer","f",1950,8,"DIE LINKE","Buchhändlerin, Informatikerin",NA,"MdB, Gewerkschaftssekretärin",NA,NA,NA,NA,NA,44337,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/ulla-loetzer",NA,NA,NA,44337,64,"Landesliste Nordrhein-Westfalen (Bundestag 2009-2013)",1,1654,"96 - Köln III (Bundestag 2009-2013)",8.6,NA,NA,51.01200285,6.90553512301749
119199,"Petra Merkel","https://www.abgeordnetenwatch.de/profile/petra-merkel","Petra","Merkel","f",1947,1,"SPD","Kaufmännische Angestellte",NA,"MdB",NA,NA,NA,NA,NA,44334,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/petra-merkel",NA,NA,NA,44334,58,"Landesliste Berlin (Bundestag 2009-2013)",2,1530,"81 - Berlin-Charlottenburg - Wilmersdorf (Bundestag 2009-2013)",32,NA,NA,52.5078558,13.2639518
118828,"Jörg van Essen","https://www.abgeordnetenwatch.de/profile/joerg-van-essen","Jörg","van Essen","m",1947,4,"FDP","Oberstaatsanwalt a.D.",NA,"MdB / 1. Parlamentarischer Geschäftsführer der FDP-Bundestagsfraktion",NA,NA,NA,NA,NA,44321,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/joerg-van-essen",NA,NA,NA,44321,64,"Landesliste Nordrhein-Westfalen (Bundestag 2009-2013)",3,1625,"146 - Hamm - Unna II (Bundestag 2009-2013)",9.1,NA,NA,51.66128975,7.69672431032275
118677,"Heidemarie Wieczorek-Zeul","https://www.abgeordnetenwatch.de/profile/heidemarie-wieczorek-zeul","Heidemarie","Wieczorek-Zeul","f",1942,1,"SPD","Lehrerin",NA,"MdB, Bundesministerin für wirtschaftliche Zusammenarbeit und Entwicklung",NA,NA,NA,NA,NA,44318,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/heidemarie-wieczorek-zeul",NA,NA,NA,44318,61,"Landesliste Hessen (Bundestag 2009-2013)",1,290,"179 - Wiesbaden (Bundestag 2009-2013)",32.63,NA,NA,50.0820384,8.2416556
118658,"Harald Leibrecht","https://www.abgeordnetenwatch.de/profile/harald-leibrecht","Harald","Leibrecht","m",NA,4,"FDP",NA,NA,NA,NA,NA,NA,NA,NA,44316,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/harald-leibrecht",NA,NA,NA,44316,56,"Landesliste Baden-Württemberg (Bundestag 2009-2013)",4,1697,"266 - Neckar-Zaber (Bundestag 2009-2013)",14.7,NA,NA,49.0357375,9.13784835555556
118489,"Elke Hoff","https://www.abgeordnetenwatch.de/profile/elke-hoff","Elke","Hoff","f",NA,4,"FDP",NA,NA,NA,NA,NA,NA,NA,NA,44313,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/elke-hoff",NA,NA,NA,44313,65,"Landesliste Rheinland-Pfalz (Bundestag 2009-2013)",3,1702,"198 - Neuwied (Bundestag 2009-2013)",10.6,NA,NA,50.4302393,7.466302
118480,"Eckart von Klaeden","https://www.abgeordnetenwatch.de/profile/eckart-von-klaeden","Eckart","von Klaeden","m",1965,2,"CDU","Rechtsanwalt",NA,"MdB",NA,NA,NA,NA,NA,44311,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/eckart-von-klaeden",NA,NA,NA,44311,63,"Landesliste Niedersachsen (Bundestag 2009-2013)",2,274,"49 - Hildesheim (Bundestag 2009-2013)",36.5,NA,NA,52.1521636,9.9513046
118475,"Wolfgang Gerhardt","https://www.abgeordnetenwatch.de/profile/wolfgang-gerhardt","Wolfgang","Gerhardt","m",1943,4,"FDP","Studium der Politikwissenschaft und Pädagogik",NA,"MdB",NA,NA,NA,NA,NA,44309,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/wolfgang-gerhardt",NA,NA,NA,44309,61,"Landesliste Hessen (Bundestag 2009-2013)",1,290,"179 - Wiesbaden (Bundestag 2009-2013)",9.4,NA,NA,50.0820384,8.2416556
118429,"Peter Danckert","https://www.abgeordnetenwatch.de/profile/peter-danckert","Peter","Danckert","m",1940,1,"SPD","Rechtsanwalt, Notar",NA,"MdB, selbst. Rechtsanwalt",NA,NA,NA,NA,NA,44307,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/peter-danckert",NA,NA,NA,44307,59,"Landesliste Brandenburg (Bundestag 2009-2013)",3,660,"63 - Dahme-Spreewald - Teltow-Fläming III - Oberspreewald-Lausitz I (Bundestag 2009-2013)",32.4,NA,NA,52.07390955,13.6249601893044
118414,"Marlies Volkmer","https://www.abgeordnetenwatch.de/profile/marlies-volkmer","Marlies","Volkmer","f",1947,1,"SPD","Ärztin",NA,"MdB",NA,NA,NA,NA,NA,44304,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/marlies-volkmer",NA,NA,NA,44304,67,"Landesliste Sachsen (Bundestag 2009-2013)",2,1574,"160 - Dresden I (Bundestag 2009-2013)",16.7,NA,NA,51.02580045,13.7706396232774
118229,"Christel Humme","https://www.abgeordnetenwatch.de/profile/christel-humme","Christel","Humme","f",1949,1,"SPD","Diplom Ökonomin, Lehrerin",NA,"MdB",NA,NA,NA,NA,NA,44297,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/christel-humme",NA,NA,NA,44297,64,"Landesliste Nordrhein-Westfalen (Bundestag 2009-2013)",25,1585,"140 - Ennepe-Ruhr-Kreis II (Bundestag 2009-2013)",40.9,NA,NA,51.389422,7.26082640912291
118182,"Bernd Scheelen","https://www.abgeordnetenwatch.de/profile/bernd-scheelen","Bernd","Scheelen","m",1948,1,"SPD","geprüfter Pharmareferent",NA,"MdB",NA,NA,NA,NA,NA,44295,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/bernd-scheelen",NA,NA,NA,44295,64,"Landesliste Nordrhein-Westfalen (Bundestag 2009-2013)",13,1656,"111 - Krefeld I - Neuss II (Bundestag 2009-2013)",29.1,NA,NA,NA,NA
85091,"Diana Golze","https://www.abgeordnetenwatch.de/profile/diana-golze","Diana","Golze","f",1975,8,"DIE LINKE","Diplom-Sozialpädagogin",NA,NA,NA,NA,NA,NA,NA,44292,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/diana-golze",NA,NA,NA,44292,59,"Landesliste Brandenburg (Bundestag 2009-2013)",5,1551,"61 - Brandenburg an der Havel - Potsdam-Mittelmark I - Havelland III - Teltow-Fläming I (Bundestag 2009-2013)",28.5,NA,NA,52.28978705,12.5817236961521
79462,"Hans-Peter Bartels","https://www.abgeordnetenwatch.de/profile/hans-peter-bartels","Hans-Peter","Bartels","m",NA,1,"SPD","Politologe, Journalist",NA,NA,NA,NA,NA,NA,NA,44289,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/hans-peter-bartels",NA,NA,NA,44289,69,"Landesliste Schleswig-Holstein (Bundestag 2009-2013)",6,1649,"5 - Kiel (Bundestag 2009-2013)",38.3,NA,NA,54.3227085,10.135555
79453,"Uwe Beckmeyer","https://www.abgeordnetenwatch.de/profile/uwe-beckmeyer","Uwe","Beckmeyer","m",1949,1,"SPD","Lehrer für Mathematik und Physik, Senator für Wirtschaft, Arbeit und Häfen (1987-1999)",NA,NA,NA,NA,NA,NA,NA,44286,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/uwe-beckmeyer",NA,NA,NA,44286,60,"Landesliste Bremen (Bundestag 2009-2013)",1,1554,"56 - Bremen II - Bremerhaven (Bundestag 2009-2013)",38.7,NA,NA,53.54333155,8.58773600723937
79431,"Ralf Brauksiepe","https://www.abgeordnetenwatch.de/profile/ralf-brauksiepe","Ralf","Brauksiepe","m",1967,2,"CDU","Diplom-Ökonom",NA,"MdB",NA,NA,NA,NA,NA,44282,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/ralf-brauksiepe",NA,NA,NA,44282,64,"Landesliste Nordrhein-Westfalen (Bundestag 2009-2013)",10,1585,"140 - Ennepe-Ruhr-Kreis II (Bundestag 2009-2013)",30.4,NA,NA,51.389422,7.26082640912291
79285,"Bärbel Höhn","https://www.abgeordnetenwatch.de/profile/baerbel-hoehn","Bärbel","Höhn","f",1952,5,"Bündnis 90/Die Grünen","Diplom Mathematikerin, Umweltministerin a.D des Landes Nordrhein-Westfalen",NA,NA,NA,NA,NA,NA,NA,44279,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/baerbel-hoehn",NA,NA,NA,44279,64,"Landesliste Nordrhein-Westfalen (Bundestag 2009-2013)",1,1710,"118 - Oberhausen - Wesel III (Bundestag 2009-2013)",10.1,NA,NA,51.52838455,6.83381732282457
79130,"Maria Michalk","https://www.abgeordnetenwatch.de/profile/maria-michalk","Maria","Michalk","f",1949,2,"CDU","Ökonom",NA,NA,NA,NA,NA,NA,NA,44273,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/maria-michalk",NA,NA,NA,44273,67,"Landesliste Sachsen (Bundestag 2009-2013)",3,1527,"157 - Bautzen I (Bundestag 2009-2013)",42.3,NA,NA,51.2816716,14.2125062882082
79078,"Joachim Poß","https://www.abgeordnetenwatch.de/profile/joachim-poss","Joachim","Poß","m",1948,1,"SPD","Verwaltungsleiter, MdB",NA,NA,NA,NA,NA,NA,NA,44270,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/joachim-poss",NA,NA,NA,44270,64,"Landesliste Nordrhein-Westfalen (Bundestag 2009-2013)",56,268,"124 - Gelsenkirchen (Bundestag 2009-2013)",54.3,NA,NA,51.5110321,7.0960124
79063,"Heinz Riesenhuber","https://www.abgeordnetenwatch.de/profile/heinz-riesenhuber","Heinz","Riesenhuber","m",1935,2,"CDU","Chemiker",NA,NA,NA,NA,NA,NA,NA,44267,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/heinz-riesenhuber",NA,NA,NA,44267,61,"Landesliste Hessen (Bundestag 2009-2013)",2,1675,"181 - Main-Taunus (Bundestag 2009-2013)",47.5,NA,"constituency",50.11333475,8.42677506392604
78959,"Franz Thönnes","https://www.abgeordnetenwatch.de/profile/franz-thoennes","Franz","Thönnes","m",1954,1,"SPD","Industriekaufmann / Gewerkschaftssekretär",NA,NA,NA,NA,NA,NA,NA,44264,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/franz-thoennes",NA,NA,NA,44264,69,"Landesliste Schleswig-Holstein (Bundestag 2009-2013)",3,1758,"8 - Segeberg - Stormarn-Nord (Bundestag 2009-2013)",30.6,NA,NA,NA,NA
78896,"Brigitte Zypries","https://www.abgeordnetenwatch.de/profile/brigitte-zypries","Brigitte","Zypries","f",1953,1,"SPD","Juristin",NA,"MdB,  Bundesjustizministerin a.D., Justiziarin der SPD-Bundestagsfraktion",NA,NA,NA,NA,NA,44261,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/brigitte-zypries",NA,NA,NA,44261,61,"Landesliste Hessen (Bundestag 2009-2013)",3,1566,"186 - Darmstadt (Bundestag 2009-2013)",35,NA,NA,49.8851869,8.6736295
78858,"Bartholomäus Kalb","https://www.abgeordnetenwatch.de/profile/bartholomaeus-kalb","Bartholomäus","Kalb","m",1949,3,"CSU","Industriekaufmann, Landwirt",NA,"MdB",NA,NA,NA,NA,NA,44258,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/bartholomaeus-kalb",NA,NA,NA,44258,57,"Landesliste Bayern (Bundestag 2009-2013)",48,1567,"227 - Deggendorf (Bundestag 2009-2013)",52.9,NA,NA,48.7814115,13.0006423
